long,lat,demolition
-83.006145461,42.3779931366,0
-83.1111097735,42.2951400522,0
-83.002367601,42.414767901,0
-83.1502539377,42.3796993194,0
-83.1559539274,42.2874568766,1
-83.1207363702,42.3117940458,0
-83.1918986482,42.4054867888,1
-82.9998036286,42.4439858691,1
-83.1862868601,42.3831203634,0
-83.0061162561,42.3795984639,1
-83.0814374798,42.4369005391,0
-83.1764392796,42.3974354725,0
-83.2705293716,42.4029337616,1
-83.1477769163,42.2868229865,1
-83.1642451866,42.4147388674,0
-83.1716600916,42.3998758853,1
-82.9664009803,42.3921458902,0
-83.0699374799,42.4045209103,1
-83.1206185494,42.3892267242,1
-82.9905275991,42.4400008924,1
-83.2414307635,42.3500093788,0
-82.9970797734,42.3812188002,0
-82.9734350848,42.4232961022,1
-83.1300574489,42.3717917622,0
-83.2483205331,42.3948246103,1
-83.148860225,42.2878684832,1
-83.0567968803,42.3320607817,1
-83.092414148,42.3375237127,1
-83.1252258148,42.3912686327,1
-83.2069521227,42.4101066492,0
-83.0266184097,42.3809500163,1
-83.2386650504,42.3871243608,0
-83.1216175429,42.3369338649,1
-83.2149014216,42.3395126819,0
-83.2266386579,42.3951539636,0
-83.2651350986,42.3791061743,1
-83.1401664802,42.3503157358,1
-83.0009614868,42.3604011749,1
-82.9371665806,42.3994277183,0
-83.234233582,42.3542023543,1
-83.0104606226,42.3881459785,1
-83.0339541464,42.4210100282,1
-83.0703007705,42.3673974497,0
-82.9889527987,42.4233628588,1
-83.2612908254,42.3927848286,1
-83.2030910954,42.4145743813,0
-83.1475501064,42.2910924626,1
-83.1606291602,42.2599320178,0
-83.0601382159,42.3523254202,0
-83.0636909857,42.3621043877,0
-83.0804098271,42.4125026686,0
-83.1933426724,42.3557060815,1
-83.2299655972,42.3382914184,1
-82.968350226,42.4368544949,1
-83.2052186389,42.3755549715,1
-83.0420069054,42.4393512823,0
-83.1336738981,42.4162150554,0
-83.1419316974,42.3300646588,0
-83.0511443733,42.3651333239,0
-83.0294624326,42.3709527644,0
-83.0171570105,42.3964100661,0
-83.159597539,42.3816416518,1
-82.9666444017,42.4160373254,1
-83.0160428177,42.3819887183,1
-83.2441866604,42.3767155915,1
-82.960186724,42.3870477271,0
-82.9818249886,42.423558047,1
-83.2336780123,42.3527958862,1
-83.1328774925,42.300038,1
-83.2639385868,42.3655509165,1
-82.9754055191,42.3726510515,0
-83.1508754051,42.2895910314,1
-83.1551766193,42.2689785547,0
-83.0962496318,42.4258038141,0
-82.9729937074,42.4292837199,1
-83.0273336824,42.3580726651,0
-82.9699904696,42.4127138953,0
-83.0088812339,42.362287246,1
-83.1638708513,42.3721043705,1
-83.1567475877,42.4270286449,0
-83.1002913407,42.4293562652,0
-83.2191401111,42.3549895383,1
-82.9831170056,42.3760836916,1
-82.9957622571,42.4476116178,1
-83.0744427414,42.3271481053,0
-83.253800645,42.3936058946,1
-83.1472329408,42.43176895,0
-83.0308051321,42.3352230884,1
-82.9948520549,42.4203869047,1
-83.208852441,42.3760748632,1
-82.9592467296,42.4308233979,1
-83.0727911253,42.3778570502,0
-83.1214968854,42.3465192367,1
-83.1722745415,42.3522243894,0
-82.9961367984,42.4042592745,0
-83.0123052176,42.3973149584,0
-83.0346899947,42.3723695987,0
-83.0205001521,42.379379857,0
-83.0110942513,42.3890031719,1
-83.0164876497,42.4006873384,0
-83.1588260153,42.4401492159,0
-83.1240022573,42.4040414585,1
-83.2051935906,42.3589417858,0
-83.2282749156,42.338880364,1
-83.0567263276,42.3431300656,1
-83.0806722851,42.3901766322,0
-83.1170819981,42.3882287482,0
-82.9548631642,42.4445159399,1
-83.2223488748,42.372435773,0
-83.2672789181,42.4193846008,0
-83.1167212446,42.346939,0
-83.0066737842,42.3624583484,1
-83.1915079297,42.4130214618,0
-83.0957471672,42.3732413008,0
-83.0884255174,42.3844401683,0
-82.918611287,42.4012258498,1
-82.9854586066,42.3636984431,1
-83.2271076428,42.3408676759,1
-83.0533166357,42.3365826757,1
-82.9919292121,42.4313820311,1
-82.9663291991,42.3858708438,1
-83.0966383616,42.4441987822,0
-83.0217293932,42.3690853671,0
-83.1465681129,42.3982670459,1
-83.2006732098,42.3911151427,0
-83.065235757,42.4098476355,1
-83.205803024,42.3772399125,1
-83.1859063892,42.4044346559,1
-83.2630408997,42.4080600877,0
-83.1140502702,42.3701014882,0
-83.2617612065,42.4242863771,0
-83.254445806,42.4092889986,0
-83.0906892135,42.4243254098,1
-83.1751135252,42.4409007658,0
-83.1283996595,42.2993828639,1
-82.9837859138,42.4123803103,0
-83.1249345158,42.3162298259,1
-82.9869720965,42.3996511453,0
-83.1100826375,42.389962053,1
-83.0894426271,42.4230755204,1
-83.1958578397,42.3840365788,1
-82.9958730351,42.3545001162,0
-82.9490201732,42.398088403,1
-83.1054188436,42.4258863932,1
-83.0110504982,42.3835306475,1
-82.9762236699,42.4345152665,1
-82.9416061325,42.4024539851,0
-83.2399721692,42.359136878,1
-83.0217360328,42.4115231315,0
-82.9876577591,42.4291163134,1
-82.9341554459,42.3660633718,0
-83.1343643919,42.3044573065,1
-83.1486848474,42.2863727905,1
-83.0596242077,42.4199966231,0
-82.9853416039,42.3586052279,1
-83.1346351531,42.3277764531,0
-82.954352192,42.4098231792,1
-83.2363919979,42.4316751,0
-83.1142565788,42.3319918934,0
-83.0023356608,42.3804537874,1
-83.0775120386,42.369539815,0
-83.2525545385,42.3923791745,1
-83.2617482263,42.4403255865,0
-83.2048732476,42.3518071057,0
-83.2368054361,42.4069288176,0
-83.2002147823,42.3427226117,0
-83.1984521575,42.4047803872,1
-82.9497615569,42.4313114281,0
-83.1723297788,42.397179366,0
-82.9216018277,42.401653715,1
-83.1939077101,42.3831621431,1
-83.0423890771,42.4326580689,0
-83.1938104665,42.3532469969,0
-83.1166856185,42.3629795716,0
-82.9979277351,42.4426408626,1
-83.1432018252,42.3336172943,1
-83.1095433533,42.3729605877,0
-82.9905689126,42.4408200775,1
-83.1641797287,42.3896646986,0
-82.9915155195,42.4269353963,1
-83.0712448372,42.4227319985,1
-83.1101814208,42.3419689213,0
-83.1002091512,42.3379549575,0
-83.2152310099,42.4421498346,0
-83.0391371286,42.4292792112,0
-83.079963142,42.4190267424,0
-82.9678959564,42.411970727,0
-83.2670718699,42.4008903232,1
-83.1340463952,42.3690397329,1
-82.9829520594,42.4082544437,0
-83.1161965275,42.3890430317,0
-83.0071436846,42.350491076,0
-83.1623253435,42.3784797415,0
-83.1921640868,42.3867675044,1
-83.2508471793,42.4240221057,1
-82.9482985553,42.395967408,1
-82.9389709098,42.4153631095,0
-83.0372372167,42.3724157512,0
-82.9415548649,42.3767625791,1
-83.1994506298,42.4084143464,1
-82.9864312312,42.3681604043,0
-83.2366061823,42.3901078032,1
-82.9853266092,42.4159563546,0
-83.1424199393,42.4103637736,1
-83.2122095652,42.4322646706,1
-83.149951095,42.2803827497,0
-82.9896141439,42.3580180323,0
-82.9989970058,42.4366610347,1
-83.2329478036,42.425422094,0
-83.1004629535,42.3404980568,1
-83.102655444,42.3658174511,0
-82.9668610618,42.3866827957,0
-82.9764701624,42.4144617155,0
-83.0050391402,42.3831773202,0
-83.1563828889,42.4334259194,0
-83.1460371236,42.291236339,1
-83.2439234539,42.3490485232,1
-83.1340672368,42.3034450691,0
-83.1517417182,42.2779987071,1
-83.1465218898,42.3383528488,1
-83.104392825,42.4458536264,1
-83.0685284767,42.3845569297,1
-83.0713003474,42.370500624,0
-83.1303858,42.2951229,1
-83.039911646,42.3991705875,0
-83.2101408082,42.4261312183,0
-83.2453454275,42.3734949087,1
-82.9515697207,42.3943400865,0
-83.1331048978,42.4043494825,1
-83.155182292,42.4057341834,1
-83.0715584837,42.4344911426,1
-83.0950344689,42.333081492,0
-82.9225838753,42.4049246509,1
-83.0121138566,42.357202634,1
-82.9390453425,42.3722873532,0
-83.0898485937,42.310705345,0
-83.0223110294,42.4141839263,0
-83.1048287258,42.3619871183,0
-83.2003393347,42.3737654245,1
-82.9651757211,42.4051205392,0
-83.1132738803,42.3548857142,0
-82.9746059619,42.4118130502,0
-83.0365164402,42.3981363604,0
-83.2368996446,42.426925938,1
-83.0995803896,42.3087831959,0
-82.9680170107,42.4108642022,0
-83.1101980193,42.439187918,1
-82.9436307537,42.4037449373,0
-83.0723686843,42.4261613665,0
-83.1602493655,42.2871464973,1
-82.9918442736,42.3817007466,0
-83.2577852441,42.4264979129,0
-83.0962121111,42.3603959627,0
-83.0841946199,42.4272404186,0
-83.136911519,42.3319713639,1
-83.2585148535,42.4231688393,0
-83.1114829515,42.3921435875,1
-82.9513637535,42.3995076122,1
-83.220652808,42.350204281,1
-83.080008688,42.3423225763,1
-83.1126938385,42.3212532372,1
-83.0710791322,42.4135957614,0
-83.0003906377,42.4127265956,1
-83.0084862415,42.3634456127,0
-83.0031180071,42.4349666951,1
-83.036324395,42.3734391431,1
-83.1152409725,42.3840947389,0
-83.2174013688,42.3587770946,1
-82.9737024734,42.4268445779,1
-83.2574389181,42.4062170233,0
-83.0043936802,42.3772081971,1
-83.1146304298,42.3040519435,0
-83.2020995812,42.3751742654,0
-83.2334034879,42.3331016551,0
-83.1467166534,42.2905145941,1
-83.0040181583,42.3620327098,1
-82.9658698233,42.4356952727,1
-83.0792566854,42.3512539007,0
-83.1861443856,42.4333630172,0
-83.2586120046,42.4216041633,0
-82.9352278184,42.3945702558,1
-82.9674709582,42.425329711,1
-83.0808869666,42.3485819003,0
-83.1767433804,42.4042719966,0
-83.1079771685,42.3346949335,0
-83.0222069026,42.3907181225,0
-83.1366157328,42.3089129629,1
-82.9419890568,42.408787326,0
-83.2240586472,42.3471624883,1
-83.2404000989,42.3891255679,0
-83.144362262,42.2913058476,1
-83.2848981979,42.440487031,0
-83.160496828,42.4392896398,0
-82.933789221,42.4114298932,0
-83.005888245,42.3630988431,0
-83.2532750531,42.3939710671,1
-82.9812160301,42.4159186569,1
-83.0717793045,42.3801889623,1
-83.152289298,42.2889596762,0
-82.9662087769,42.4306084596,1
-82.9327402333,42.422270991,0
-83.0056459863,42.4398716646,1
-83.129429849,42.2999031587,0
-83.2650125544,42.4203787731,1
-83.2207403267,42.351460849,1
-83.0238364155,42.4464290368,0
-82.9508637854,42.4027432841,1
-83.1267214085,42.4451712596,0
-83.0701242103,42.3826839505,1
-83.16455686,42.380360581,0
-83.1344660457,42.3395359636,1
-82.9238758125,42.3980277756,0
-82.9678347836,42.4185819851,1
-82.9779679493,42.3648349956,0
-83.1853089918,42.423152063,0
-83.2134097872,42.3856000216,0
-83.0004526827,42.4149133235,1
-83.0138846496,42.3933381569,0
-83.2175698141,42.3455917698,0
-83.259860222,42.4062068387,0
-83.1723902058,42.3952832457,0
-82.988820958,42.3732583903,1
-82.9746093987,42.4268256434,1
-83.1777317396,42.4300017013,0
-83.2610379994,42.3892720702,1
-83.0018563266,42.3760511002,1
-83.1404685041,42.3996695212,0
-83.0278836083,42.3785107429,0
-83.0656149287,42.3232424155,0
-82.9916044494,42.3739993754,1
-83.1562431228,42.4056236986,1
-83.1414924333,42.3525016019,1
-83.1686401007,42.4154790876,0
-83.1445667499,42.3580645976,0
-83.1597746561,42.3609220536,0
-83.1299166917,42.3538257978,1
-82.9622321034,42.4430293061,1
-82.9758017808,42.3614879447,1
-83.1027980639,42.3065643869,1
-83.1525134659,42.3814329927,0
-83.1930540824,42.3588089849,0
-83.2738518333,42.4420289885,0
-83.1209624137,42.3483330149,0
-82.9603397363,42.4039126702,1
-82.9904799407,42.4270463144,0
-83.0053611256,42.3506109075,1
-82.9346809729,42.4100239362,0
-83.006762674,42.3959919555,1
-83.1489108905,42.2911374217,1
-83.172319787,42.3607039887,1
-83.2074486774,42.4238749447,0
-83.2190695361,42.3532381675,1
-83.1581638168,42.3981955173,1
-82.960641526,42.4470412831,1
-83.1023684491,42.3445700245,0
-83.250060694,42.3934439281,1
-82.966979006,42.3653138033,0
-82.9965214571,42.3694107339,1
-83.095887692,42.4401869745,0
-83.2466879791,42.3624604695,0
-82.9506484576,42.4246504566,1
-83.0419483873,42.3430248374,0
-83.2441629195,42.3761744501,1
-82.9945033835,42.3715910762,0
-82.9856846483,42.369709618,0
-82.9625882312,42.3619731093,0
-83.0457538,42.331427,1
-83.0277441987,42.4071163112,1
-83.1225312269,42.3328557157,1
-83.2016546749,42.3597748797,0
-83.2842589305,42.4091536616,0
-83.1246099254,42.3166885518,1
-83.0391877344,42.4302760285,0
-83.1592456592,42.4102857368,1
-82.9786338657,42.4389884704,1
-83.1233619049,42.3140641541,1
-82.9970836584,42.4391941871,0
-82.9515348936,42.4413292089,1
-83.1273207299,42.3575338975,1
-82.9996696549,42.4202234679,1
-83.147894678,42.2866832175,1
-83.0053780088,42.3776547946,1
-82.9916044494,42.3739993754,1
-83.2127991424,42.3697929977,0
-83.1200269933,42.3289615015,0
-83.0268450608,42.423782293,0
-82.9375101185,42.42004525,0
-83.2025663171,42.365547357,0
-83.133258399,42.3103655087,1
-82.9272542042,42.3933344632,0
-83.1204752148,42.3513048137,1
-82.9606306652,42.4203725799,1
-83.0463146202,42.3459400443,1
-83.2545847074,42.3967835892,1
-83.1935474878,42.4091810506,1
-83.1229586648,42.344763531,0
-83.2250603533,42.4151720792,0
-83.2349012477,42.3537464299,1
-83.082598124,42.3540064879,0
-83.1473435361,42.288377348,1
-83.0324926791,42.368453352,0
-83.0170029352,42.4094649867,0
-83.1837581951,42.390727513,1
-83.1460569843,42.2884505818,1
-82.9768228973,42.4418396173,1
-83.1712541555,42.4249119819,0
-82.9330549975,42.364399168,0
-83.2208855255,42.3553475104,1
-83.2341721025,42.3884149135,1
-83.0249770597,42.3729422755,0
-83.0004402474,42.4425235123,1
-83.0363625556,42.3595403234,1
-83.0761983161,42.3179426439,0
-83.2790408193,42.4151378786,0
-83.1223648405,42.3829568523,1
-83.1204706898,42.2882460287,0
-83.1849059954,42.3944852915,0
-83.1901251331,42.4111982131,0
-83.1603707326,42.3609654963,1
-83.2571868075,42.3996384217,1
-83.166445302,42.4418811222,1
-83.1040911117,42.3626683795,0
-83.0782674413,42.3481222823,0
-83.0354651627,42.4397226482,1
-83.2561013102,42.4052470977,1
-83.1618008418,42.4188350695,0
-82.9970710896,42.4103405117,0
-83.1910082501,42.3831027514,1
-83.1143144872,42.436708838,1
-82.9183052518,42.401931063,0
-83.198903688,42.3406222036,1
-83.2310743885,42.4237614903,0
-82.9975594737,42.3934926395,0
-83.1053329596,42.4292422435,0
-83.2223462284,42.4142399202,0
-83.2019653789,42.4005425731,1
-83.1179702919,42.4080334236,0
-83.1935437198,42.3897126948,0
-83.1712182762,42.3878677549,0
-83.0759304529,42.4116985472,0
-83.2179314642,42.3552922091,1
-82.9828994915,42.3582566999,0
-83.120765693,42.3779748728,0
-83.0707345775,42.4244464045,0
-82.9501122307,42.4043607001,0
-83.1056513303,42.3170014585,1
-82.9373072914,42.4195910299,1
-82.9533258344,42.4413038581,1
-83.0983745222,42.3555530278,1
-83.1332668603,42.3901640065,1
-83.0183616968,42.4172120795,1
-83.1946034684,42.4005857112,0
-83.1368781762,42.3600048974,0
-82.9626479821,42.419219676,1
-83.0259924551,42.4346121204,0
-83.2514183777,42.3960080602,1
-83.1044892569,42.4308467656,0
-83.1203706472,42.2943616187,1
-83.0033177241,42.3538179794,1
-83.2623505474,42.4308809026,0
-83.1847541103,42.4138084012,1
-83.1734945712,42.3749862417,0
-82.932040844,42.4152601454,0
-83.1649179312,42.2640155835,0
-82.9876993043,42.3725065827,0
-83.260826852,42.4149410366,1
-82.9753706649,42.4414236748,1
-83.0220450852,42.413448031,0
-83.2392881917,42.377043393,1
-82.9439166948,42.3881743827,0
-83.0497546322,42.3419204721,0
-83.1906607736,42.4260764997,0
-82.9907492176,42.3873302298,0
-82.9843309196,42.3954164193,1
-82.9910798496,42.4407618611,0
-83.2110720554,42.4246031345,0
-83.1227117858,42.3817432826,1
-83.2437787532,42.4259219402,1
-83.1489818865,42.2874676371,1
-83.2364693345,42.4406556204,0
-83.0939561993,42.3491111385,0
-83.1907891739,42.4099148996,1
-83.0953121668,42.3904416971,0
-82.9777961547,42.4480748408,0
-83.0827366719,42.3316640224,0
-83.0054585555,42.3976386862,1
-83.2062592638,42.371349791,1
-83.0261888679,42.4443135295,1
-83.2405954976,42.4193973573,0
-83.2373209297,42.3771176873,1
-83.1056194778,42.3846132986,0
-83.0205846791,42.3675996671,0
-82.9920401229,42.3686684384,1
-83.24855872,42.3881225583,0
-83.0663413365,42.3772558408,0
-83.249536887,42.3971097503,1
-83.1883572979,42.4020653274,0
-82.9241941236,42.4121015349,0
-83.248300377,42.3941705932,1
-82.951523193,42.3767093416,1
-83.0964289253,42.3712220988,0
-83.1581658783,42.3570713583,0
-83.0107440785,42.3860441635,1
-82.9261468969,42.4010593657,1
-83.1381192542,42.3986914567,0
-83.1573424174,42.3890804331,0
-83.1517121681,42.3306900494,0
-83.2231301462,42.3529002291,1
-83.1112240644,42.3281883139,1
-83.1073107237,42.3147438634,1
-83.1418981393,42.3409023714,0
-83.2154824272,42.4303560661,0
-83.2348991255,42.431179129,0
-83.1361164316,42.2900539857,0
-83.1443136291,42.4241087083,0
-82.9819879023,42.4223996891,1
-83.0125176376,42.3624393747,1
-83.2001881123,42.3695598706,1
-83.107662807,42.3900475091,1
-83.1465504463,42.2829712691,1
-83.2688103837,42.4028706263,1
-83.202542488,42.3688682507,1
-83.1135839821,42.3874025043,0
-83.0881355333,42.4368699554,1
-83.0741292187,42.3877186403,0
-83.1703557529,42.4062428431,0
-82.9881743865,42.4284070647,1
-83.1117088255,42.2942650228,1
-83.1075280531,42.4360400851,0
-82.9478860428,42.4245471046,0
-83.1484249074,42.2860558454,1
-83.1979491738,42.4395892399,0
-82.9904689735,42.4215281886,0
-82.9461942166,42.4334356919,1
-83.2449863256,42.4322547402,0
-82.9742634854,42.4112733385,0
-83.1766177395,42.4357360726,0
-82.9484932531,42.3980377155,0
-82.956753882,42.4412563967,1
-83.1056306881,42.3080327533,0
-83.2383701797,42.4259167321,1
-83.2176626765,42.4375327385,0
-82.9947076274,42.3829338006,0
-83.1587944561,42.4393812425,0
-82.9375657975,42.3992833884,1
-83.0929316502,42.3688636237,0
-83.2480052731,42.4118331252,1
-83.230495527,42.334201374,1
-83.1696472828,42.3907421901,1
-83.0574373488,42.3440643928,0
-83.0112960622,42.42898852,0
-83.1845380156,42.4241702207,0
-83.2409801402,42.3749225359,1
-82.9630241554,42.406519449,1
-82.9447548802,42.4137932049,0
-82.9450772922,42.3837993593,0
-83.1131884897,42.32944165,0
-83.098595739,42.3181051252,1
-83.129708329,42.3599096091,0
-83.110370002,42.3291290153,1
-83.2270101193,42.3381363595,0
-83.1262391132,42.3558898043,1
-83.1463595343,42.3347436587,0
-83.1914464776,42.4261585783,0
-83.2419764151,42.368550507,0
-83.2208756258,42.3652560488,0
-83.0448293375,42.4391240696,0
-83.1582442623,42.4247424068,1
-83.0725969361,42.4443964674,0
-82.9953271558,42.381723779,0
-83.2467422792,42.3997888146,1
-82.9389605104,42.4171200578,0
-83.0951488603,42.3090483288,0
-83.079357424,42.4260418899,1
-82.9589133813,42.4001348581,0
-83.108802107,42.4375827926,1
-83.0764201334,42.4165750015,1
-83.1017698243,42.3809906295,0
-83.0139293536,42.3745503081,1
-82.9401370516,42.4080234604,0
-83.0452116164,42.3644425935,1
-82.9911683336,42.4430005389,1
-82.9661398458,42.4118760027,1
-83.2373490613,42.4278780377,0
-82.9659031431,42.4016678241,1
-83.1467365974,42.4366916152,0
-83.188788763,42.4067996883,0
-83.2829461532,42.4209984112,0
-83.1673775168,42.3752627977,0
-82.9914356257,42.3624745337,1
-83.2488656457,42.3969188913,1
-83.1391738886,42.4106002433,1
-83.0374983014,42.3736879577,1
-82.9856061135,42.3727547899,1
-83.15266701,42.4031239373,1
-83.2216353825,42.443453775,1
-83.2451854548,42.4012400974,1
-83.1335725527,42.3919182586,0
-83.1520996069,42.4311433749,1
-83.0500864718,42.3375810233,0
-83.0383304132,42.3529888724,0
-83.2042574212,42.3365878791,0
-82.9881237542,42.3703994613,1
-83.1394467157,42.3647644973,1
-83.1043485795,42.3021810863,0
-83.1033888328,42.3803910777,0
-83.2463369522,42.4020009629,0
-83.1836818161,42.4005029407,0
-83.1909325558,42.4132365126,0
-83.2275866392,42.4343210912,0
-82.9417797611,42.4019980595,1
-83.2574017903,42.38961608,1
-83.2614605589,42.3432414245,0
-83.2121153486,42.3838269308,0
-83.2372016017,42.3734636543,1
-82.9801286798,42.4398804934,1
-83.1243331168,42.3079592613,0
-83.2397870559,42.3528707666,1
-83.146964157,42.2881457375,1
-83.2316833532,42.3333272123,1
-82.9714634284,42.4073562227,1
-82.9397726186,42.3684642813,1
-83.1066214381,42.3928489186,1
-83.1748567262,42.4263965206,0
-83.1411138503,42.4006273834,0
-83.1531095591,42.332651506,0
-83.0825205836,42.3116207275,0
-82.9785918185,42.4172099755,1
-83.036234579,42.3509075832,0
-83.0989323981,42.3850007604,0
-83.2067895541,42.3949122552,0
-83.1550709011,42.2751410074,0
-83.1318724976,42.415148996,0
-83.0452863637,42.3587312006,0
-83.0139054212,42.3877423507,1
-83.2460405693,42.3601148913,0
-83.0363840002,42.3755556174,0
-83.1768752515,42.407205124,1
-82.9402676972,42.4309795238,0
-82.9691911339,42.3872946903,1
-83.2190882878,42.4382947866,0
-83.1525563238,42.4125202344,0
-83.0744051967,42.3787696699,1
-83.2277416871,42.4257958455,0
-83.1705884254,42.4195116561,1
-83.1608266118,42.2683002687,0
-83.2505663106,42.4169404179,0
-83.110497348,42.3872824648,1
-83.0915034228,42.438503826,0
-83.2500609671,42.4220353469,0
-83.1323220765,42.2983242704,1
-83.1925712447,42.3612205881,0
-83.1315894507,42.3083717583,1
-83.1590354603,42.3776227221,0
-82.987382746,42.4395119255,0
-83.204095715,42.4084865831,0
-83.1953038375,42.4312801274,0
-83.2487784142,42.3942620567,1
-83.0315776233,42.4371412352,0
-83.2116412159,42.4128815483,0
-83.0885721411,42.3617476103,1
-83.2545422425,42.4235253476,1
-82.9454789326,42.3672035756,0
-83.1590210072,42.3523053336,0
-82.9794331337,42.3785502722,0
-83.2244820989,42.357077384,1
-83.1647196826,42.3522834446,0
-83.2197106667,42.3570123913,1
-83.1763923639,42.426209417,0
-83.0541474522,42.4197741341,1
-83.1395799496,42.3568467576,0
-83.0189269639,42.3820048778,0
-82.9961543222,42.366022616,0
-83.2624577207,42.3703716598,0
-83.2770996234,42.4283132998,1
-83.2023986655,42.4135068076,0
-83.2620762947,42.4251668428,1
-83.1482308293,42.2900035098,1
-83.2792009573,42.4130931315,1
-83.141403301,42.373990948,1
-83.1491843343,42.287399696,1
-83.0116020257,42.3708959504,0
-83.0663828738,42.4171651575,0
-83.0821934547,42.3829672138,0
-83.2129615115,42.3388836964,0
-83.1103828591,42.3701459364,0
-82.975783629,42.4401860627,1
-83.0998590377,42.3132803971,1
-83.1553819187,42.3707209573,0
-83.1669029719,42.3600874112,0
-83.2261404811,42.4018899009,0
-83.0811172109,42.4122495484,0
-83.1392141788,42.43588854,0
-83.1468428942,42.2817403594,1
-83.1453501752,42.2886891323,1
-83.1166142195,42.331710507,1
-83.0673736243,42.3799006038,0
-82.9509912449,42.4010462022,1
-82.9688493253,42.4168875305,1
-83.0916378459,42.3739611229,0
-83.2298947484,42.4322522173,0
-82.9898318853,42.4258626,1
-83.137743835,42.3414063416,0
-83.2077413906,42.377601993,1
-83.1878419493,42.3657975274,0
-82.9588816557,42.3794104382,0
-83.1047030327,42.3223395929,1
-83.0649697355,42.3385728524,1
-83.0732426396,42.4372011668,0
-83.1331360196,42.3063309856,1
-82.9731759893,42.4233011234,1
-83.2173910462,42.3581213062,1
-82.9398071987,42.3695301446,0
-82.9558414877,42.4033537905,1
-83.2275003913,42.3510421741,1
-83.0318001208,42.359076878,1
-83.1035678897,42.3238233492,1
-83.2582663907,42.3424475483,0
-83.1746024455,42.3583301794,0
-83.0882288922,42.3206855825,0
-82.9636809966,42.4306676634,1
-83.1354592142,42.4323366743,0
-83.057811547,42.444030167,1
-83.0420019183,42.4197041527,1
-83.2078437521,42.3658915595,1
-83.1226836847,42.333208771,0
-82.9902904793,42.4100910478,0
-82.9554932695,42.4385858306,1
-83.0013026806,42.381680463,0
-83.0143398234,42.3720290673,1
-83.2542718873,42.4058931794,0
-83.040598406,42.3940656784,1
-83.0009257786,42.39124562,0
-82.9927351741,42.3891489843,1
-83.1364411451,42.3893740257,0
-83.1182502964,42.3799278684,0
-83.1323307998,42.3121391156,0
-83.1935584276,42.3742669477,1
-82.9731396326,42.3693328857,1
-83.1941661873,42.3600467834,0
-82.9471610072,42.4019617635,0
-83.1217516134,42.3194817056,0
-82.9239501792,42.4237009852,0
-82.9325804131,42.4107769709,0
-83.2070055574,42.4120457365,0
-83.141888962,42.3374563677,1
-83.1049054659,42.4316449343,1
-83.1876092838,42.3838330593,1
-83.06705468,42.3833934525,0
-82.9942423548,42.4396538987,0
-82.9196041085,42.39892861,0
-82.9937697271,42.4141595617,1
-82.9825937153,42.4128001472,1
-83.1520445563,42.3269082924,0
-83.1604266058,42.3746238276,1
-82.9822060357,42.4417215913,1
-83.2516128669,42.4351678123,1
-83.1690507443,42.3742380499,1
-83.0727572136,42.4046543763,0
-83.2700374052,42.4060297525,1
-83.1694589762,42.3546796441,0
-82.9685256192,42.4241582148,1
-83.2055529689,42.4198057845,0
-83.0054615636,42.3748027045,0
-82.9716510207,42.4192981951,1
-83.2378023153,42.3516516288,1
-82.994134825,42.3850227378,1
-83.1164879858,42.4203317532,0
-83.1334641408,42.382713767,0
-82.9834831284,42.4319935304,1
-83.1472981601,42.3271126069,1
-83.1684775642,42.3992044339,1
-83.1615496297,42.3724388097,0
-83.2066610881,42.3813335856,1
-83.1284148189,42.3702555582,1
-83.0806832134,42.3886731249,0
-83.1438335637,42.2904228058,1
-82.947657343,42.376781434,0
-82.9899325522,42.4211499287,1
-82.9911857663,42.4435903983,1
-82.9855347799,42.4360497296,1
-83.0247699619,42.367945868,1
-83.0256841976,42.3889537278,0
-83.1719013664,42.4429073041,0
-83.1037955638,42.3337029594,0
-82.9932380232,42.4102123792,0
-83.1206611163,42.4132701407,1
-82.9827431173,42.4325133947,1
-83.0057355448,42.3729493267,0
-83.1460017547,42.35659945,0
-83.009986498,42.3708400985,1
-83.1436778719,42.2776198764,0
-82.9289073519,42.3990735453,0
-83.0429577736,42.3722594036,1
-83.1439934706,42.4037567857,0
-83.1272796239,42.3065714215,1
-83.142009134,42.3998533464,1
-83.1116818472,42.4461897142,0
-82.9762658067,42.4281979972,1
-83.1229385581,42.3887068375,1
-82.9539978579,42.4218037738,0
-83.0940302361,42.4361946025,1
-82.9535357974,42.3986797457,0
-82.9586511134,42.4279296065,0
-82.9552947613,42.3893519408,0
-83.2373195429,42.4069170972,0
-83.1928437267,42.3845484234,0
-83.0265743949,42.3585119542,1
-82.9683164955,42.4261363673,1
-83.2065493985,42.4439776925,0
-82.9575263115,42.3792948758,1
-83.2202118277,42.4093456266,0
-83.1104878432,42.4336574649,1
-83.0136142379,42.3855887504,1
-83.0338786276,42.3650885679,1
-83.0811069547,42.4298424151,1
-82.9522311876,42.3935818473,1
-83.1240795969,42.3483185844,1
-83.1267881288,42.2894718401,1
-83.1432241624,42.3782228203,0
-82.9721339147,42.4346038948,1
-83.1169343887,42.3729012542,0
-83.1112337154,42.3078799542,0
-83.1726486739,42.4299047648,0
-83.1997073002,42.4363173079,0
-82.9552845323,42.4450203189,1
-83.1121189874,42.3235145442,1
-83.2122475437,42.4332521433,0
-83.2566119026,42.4151008061,1
-83.0367495543,42.4220650759,0
-83.1250856505,42.3264951872,0
-82.9907943557,42.4338953877,1
