,long,lat,crime_inc
351,-83.2828,42.422,1
352,-83.2828,42.4221,1
353,-83.2828,42.4267,2
354,-83.2828,42.4275,1
355,-83.2828,42.4342,1
356,-83.2828,42.4373,1
357,-83.2827,42.4088,1
358,-83.2827,42.4089,1
359,-83.2827,42.42,1
360,-83.2827,42.4203,1
361,-83.2827,42.4267,1
362,-83.2827,42.4278,1
363,-83.2827,42.4353,1
364,-83.2826,42.4136,1
365,-83.2826,42.4137,2
366,-83.2826,42.4144,1
367,-83.2826,42.4162,1
368,-83.2826,42.4166,1
369,-83.2826,42.4169,1
370,-83.2826,42.417,1
371,-83.2826,42.4183,1
372,-83.2826,42.4191,1
373,-83.2826,42.4245,1
374,-83.2826,42.4279,1
375,-83.2826,42.4393,1
376,-83.2825,42.4085,1
377,-83.2825,42.4139,1
378,-83.2825,42.4162,1
379,-83.2825,42.4165,1
380,-83.2825,42.4169,1
381,-83.2825,42.417,1
382,-83.2825,42.4171,1
383,-83.2825,42.4186,1
384,-83.2825,42.4275,1
385,-83.2825,42.4278,1
386,-83.2825,42.4291,1
387,-83.2824,42.4089,1
388,-83.2824,42.4099,1
389,-83.2824,42.41,1
390,-83.2824,42.4124,1
391,-83.2824,42.4142,1
392,-83.2824,42.4162,1
393,-83.2824,42.4169,1
394,-83.2824,42.4267,1
395,-83.2824,42.4279,1
396,-83.2824,42.4283,2
397,-83.2824,42.4285,1
398,-83.2823,42.4144,1
399,-83.2823,42.4237,1
400,-83.2823,42.4255,1
401,-83.2823,42.4266,1
402,-83.2823,42.4283,1
403,-83.2823,42.4285,2
404,-83.2823,42.4409,1
405,-83.2822,42.4086,1
406,-83.2822,42.4169,1
407,-83.2822,42.4177,1
408,-83.2822,42.4185,1
409,-83.2822,42.4212,1
410,-83.2822,42.4285,3
411,-83.2822,42.4286,1
412,-83.2822,42.4346,1
413,-83.2822,42.4358,1
414,-83.2822,42.4374,1
415,-83.2822,42.4376,1
416,-83.2821,42.4143,1
417,-83.2821,42.4144,1
418,-83.2821,42.4145,1
419,-83.2821,42.4169,1
420,-83.2821,42.4191,1
421,-83.2821,42.4201,1
422,-83.2821,42.4253,1
423,-83.2821,42.4265,1
424,-83.2821,42.4283,3
425,-83.2821,42.4285,1
426,-83.2821,42.4286,2
427,-83.282,42.4153,1
428,-83.282,42.417,1
429,-83.282,42.4176,2
430,-83.282,42.4182,1
431,-83.282,42.4207,1
432,-83.282,42.4216,1
433,-83.282,42.4231,1
434,-83.282,42.4237,1
435,-83.282,42.4255,1
436,-83.282,42.4272,1
437,-83.282,42.4287,1
438,-83.282,42.4374,1
439,-83.2819,42.4131,1
440,-83.2819,42.4134,1
441,-83.2819,42.4167,1
442,-83.2819,42.4178,1
443,-83.2819,42.4306,1
444,-83.2819,42.4346,1
445,-83.2819,42.4353,1
446,-83.2818,42.4098,1
447,-83.2818,42.4103,1
448,-83.2818,42.4122,1
449,-83.2818,42.4173,1
450,-83.2818,42.4182,1
451,-83.2818,42.4257,1
452,-83.2818,42.4274,1
453,-83.2818,42.4277,1
454,-83.2818,42.4314,1
455,-83.2818,42.4354,1
456,-83.2818,42.4409,1
457,-83.2817,42.4094,1
458,-83.2817,42.4169,1
459,-83.2817,42.4276,1
460,-83.2817,42.4288,2
461,-83.2817,42.4289,1
462,-83.2817,42.4303,1
463,-83.2817,42.4362,1
464,-83.2816,42.4131,1
465,-83.2816,42.4134,1
466,-83.2816,42.4164,1
467,-83.2816,42.4171,1
468,-83.2816,42.4198,1
469,-83.2816,42.4207,1
470,-83.2816,42.4247,2
471,-83.2816,42.4264,1
472,-83.2816,42.4287,1
473,-83.2816,42.429,1
474,-83.2816,42.4302,1
475,-83.2816,42.4368,1
476,-83.2815,42.414,1
477,-83.2815,42.4141,1
478,-83.2815,42.4154,2
479,-83.2815,42.417,1
480,-83.2815,42.4178,1
481,-83.2815,42.4197,1
482,-83.2815,42.4206,1
483,-83.2815,42.4247,1
484,-83.2815,42.4295,1
485,-83.2814,42.4088,1
486,-83.2814,42.4198,1
487,-83.2814,42.422,1
488,-83.2814,42.4283,1
489,-83.2814,42.4288,1
490,-83.2814,42.4349,1
491,-83.2814,42.4366,1
492,-83.2814,42.4367,1
493,-83.2814,42.4368,1
494,-83.2813,42.4116,1
495,-83.2813,42.4136,1
496,-83.2813,42.4158,1
497,-83.2813,42.4167,1
498,-83.2813,42.417,2
499,-83.2813,42.4191,1
500,-83.2813,42.4285,1
501,-83.2813,42.4286,1
502,-83.2813,42.4287,1
503,-83.2812,42.4072,1
504,-83.2812,42.4079,1
505,-83.2812,42.4116,1
506,-83.2812,42.4168,1
507,-83.2812,42.4272,1
508,-83.2811,42.4072,1
509,-83.2811,42.4075,1
510,-83.2811,42.4079,2
511,-83.2811,42.4098,1
512,-83.2811,42.4099,1
513,-83.2811,42.4138,1
514,-83.2811,42.4145,1
515,-83.2811,42.4255,1
516,-83.2811,42.426,1
517,-83.2811,42.4339,1
518,-83.2811,42.4356,1
519,-83.2811,42.4368,1
520,-83.281,42.4074,1
521,-83.281,42.4106,1
522,-83.281,42.4117,1
523,-83.281,42.4118,2
524,-83.281,42.4144,1
525,-83.281,42.4168,1
526,-83.281,42.4169,1
527,-83.281,42.4256,1
528,-83.281,42.4274,1
529,-83.281,42.4355,1
530,-83.281,42.4363,1
531,-83.281,42.4365,1
532,-83.281,42.4398,1
533,-83.281,42.4404,1
534,-83.2809,42.4074,1
535,-83.2809,42.4079,2
536,-83.2809,42.4094,1
537,-83.2809,42.4098,1
538,-83.2809,42.4102,1
539,-83.2809,42.4105,1
540,-83.2809,42.4119,1
541,-83.2809,42.4143,1
542,-83.2809,42.4144,1
543,-83.2809,42.4145,1
544,-83.2809,42.4204,1
545,-83.2809,42.4213,1
546,-83.2809,42.4217,1
547,-83.2809,42.4289,1
548,-83.2809,42.4365,1
549,-83.2809,42.4426,1
550,-83.2808,42.4073,1
551,-83.2808,42.4119,1
552,-83.2808,42.4143,1
553,-83.2808,42.4145,1
554,-83.2808,42.4247,1
555,-83.2808,42.425,1
556,-83.2808,42.4251,1
557,-83.2808,42.4268,1
558,-83.2808,42.4273,1
559,-83.2808,42.4282,1
560,-83.2808,42.4296,1
561,-83.2808,42.4354,1
562,-83.2807,42.414,1
563,-83.2807,42.4155,1
564,-83.2807,42.4214,2
565,-83.2807,42.4274,1
566,-83.2807,42.4279,1
567,-83.2807,42.4281,1
568,-83.2807,42.4362,1
569,-83.2806,42.4121,1
570,-83.2806,42.4166,1
571,-83.2806,42.4215,1
572,-83.2806,42.4216,1
573,-83.2806,42.4281,1
574,-83.2806,42.4295,1
575,-83.2806,42.4302,1
576,-83.2806,42.4304,1
577,-83.2806,42.4316,1
578,-83.2806,42.4368,1
579,-83.2805,42.411,1
580,-83.2805,42.4137,1
581,-83.2805,42.414,1
582,-83.2805,42.4289,1
583,-83.2805,42.4294,2
584,-83.2805,42.4296,1
585,-83.2805,42.4303,1
586,-83.2805,42.4334,1
587,-83.2805,42.4345,1
588,-83.2805,42.4365,2
589,-83.2805,42.4371,1
590,-83.2805,42.4388,1
591,-83.2804,42.4103,1
592,-83.2804,42.4113,1
593,-83.2804,42.4128,1
594,-83.2804,42.4139,1
595,-83.2804,42.4141,1
596,-83.2804,42.4152,1
597,-83.2804,42.4166,1
598,-83.2804,42.4256,1
599,-83.2804,42.4287,1
600,-83.2804,42.4296,1
601,-83.2804,42.43,1
602,-83.2804,42.4302,1
603,-83.2804,42.4303,2
604,-83.2804,42.4373,1
605,-83.2804,42.4405,1
606,-83.2803,42.4096,2
607,-83.2803,42.4107,1
608,-83.2803,42.4108,1
609,-83.2803,42.4111,1
610,-83.2803,42.4115,1
611,-83.2803,42.4128,1
612,-83.2803,42.4154,1
613,-83.2803,42.4207,1
614,-83.2803,42.4211,1
615,-83.2803,42.4224,1
616,-83.2803,42.4234,1
617,-83.2803,42.4288,1
618,-83.2803,42.4302,1
619,-83.2803,42.4303,1
620,-83.2803,42.4357,1
621,-83.2802,42.4072,1
622,-83.2802,42.4077,1
623,-83.2802,42.4126,1
624,-83.2802,42.4128,1
625,-83.2802,42.413,1
626,-83.2802,42.4165,1
627,-83.2802,42.4219,1
628,-83.2802,42.4251,1
629,-83.2802,42.4276,1
630,-83.2802,42.4284,1
631,-83.2802,42.4292,1
632,-83.2802,42.4359,1
633,-83.2802,42.437,1
634,-83.2801,42.4085,1
635,-83.2801,42.4103,1
636,-83.2801,42.4168,1
637,-83.2801,42.4211,2
638,-83.2801,42.4212,1
639,-83.28,42.4125,1
640,-83.28,42.4136,1
641,-83.28,42.4232,1
642,-83.28,42.4401,1
643,-83.2799,42.4093,1
644,-83.2799,42.4126,1
645,-83.2799,42.4134,1
646,-83.2799,42.4141,1
647,-83.2799,42.4168,1
648,-83.2799,42.4279,1
649,-83.2799,42.428,1
650,-83.2799,42.438,1
651,-83.2798,42.4097,1
652,-83.2798,42.4143,1
653,-83.2798,42.4204,1
654,-83.2797,42.408,1
655,-83.2797,42.4102,1
656,-83.2797,42.4106,1
657,-83.2797,42.4118,1
658,-83.2797,42.413,1
659,-83.2797,42.4132,1
660,-83.2797,42.4135,1
661,-83.2797,42.4143,1
662,-83.2797,42.4145,1
663,-83.2797,42.4146,1
664,-83.2797,42.4208,1
665,-83.2797,42.4342,1
666,-83.2797,42.4344,1
667,-83.2796,42.4082,1
668,-83.2796,42.4087,1
669,-83.2796,42.4094,1
670,-83.2796,42.4105,1
671,-83.2796,42.4107,1
672,-83.2796,42.4124,2
673,-83.2796,42.4144,3
674,-83.2796,42.4146,1
675,-83.2796,42.4147,1
676,-83.2796,42.4164,1
677,-83.2796,42.4195,2
678,-83.2796,42.4215,1
679,-83.2796,42.422,1
680,-83.2796,42.4281,1
681,-83.2796,42.4328,1
682,-83.2796,42.4342,1
683,-83.2795,42.4072,1
684,-83.2795,42.4143,1
685,-83.2795,42.4144,2
686,-83.2795,42.4145,1
687,-83.2795,42.4155,1
688,-83.2795,42.4157,1
689,-83.2795,42.4159,1
690,-83.2795,42.4213,1
691,-83.2795,42.428,1
692,-83.2795,42.4281,1
693,-83.2795,42.4282,1
694,-83.2795,42.4294,1
695,-83.2795,42.4295,2
696,-83.2795,42.4296,1
697,-83.2795,42.4317,1
698,-83.2795,42.44,1
699,-83.2794,42.4123,1
700,-83.2794,42.4142,1
701,-83.2794,42.4143,3
702,-83.2794,42.4144,2
703,-83.2794,42.4217,1
704,-83.2794,42.4246,1
705,-83.2794,42.4249,1
706,-83.2794,42.4279,1
707,-83.2794,42.4294,1
708,-83.2794,42.4305,1
709,-83.2794,42.4307,1
710,-83.2794,42.4338,1
711,-83.2793,42.412,1
712,-83.2793,42.4214,1
713,-83.2793,42.4263,1
714,-83.2793,42.4287,1
715,-83.2793,42.4293,1
716,-83.2793,42.4294,2
717,-83.2793,42.4296,1
718,-83.2793,42.4306,1
719,-83.2793,42.434,1
720,-83.2793,42.4343,1
721,-83.2793,42.4357,1
722,-83.2793,42.4358,1
723,-83.2793,42.4364,1
724,-83.2792,42.4139,1
725,-83.2792,42.42,1
726,-83.2792,42.4209,1
727,-83.2792,42.4249,1
728,-83.2792,42.429,1
729,-83.2792,42.4294,3
730,-83.2792,42.4295,1
731,-83.2792,42.4305,1
732,-83.2792,42.4379,1
733,-83.2791,42.4105,1
734,-83.2791,42.4139,1
735,-83.2791,42.4141,1
736,-83.2791,42.4229,1
737,-83.2791,42.4252,1
738,-83.2791,42.4288,1
739,-83.2791,42.4294,1
740,-83.2791,42.4305,1
741,-83.2791,42.435,1
742,-83.279,42.4079,1
743,-83.279,42.4108,1
744,-83.279,42.414,1
745,-83.279,42.4141,1
746,-83.279,42.4201,1
747,-83.279,42.425,1
748,-83.2789,42.4108,1
749,-83.2789,42.4138,1
750,-83.2789,42.4142,1
751,-83.2789,42.4193,1
752,-83.2789,42.4253,2
753,-83.2789,42.4278,1
754,-83.2789,42.4314,1
755,-83.2788,42.4094,1
756,-83.2788,42.4102,1
757,-83.2788,42.411,1
758,-83.2788,42.4141,1
759,-83.2788,42.4166,1
760,-83.2788,42.4191,1
761,-83.2788,42.4214,1
762,-83.2788,42.4216,1
763,-83.2788,42.4239,1
764,-83.2788,42.4286,1
765,-83.2788,42.4334,1
766,-83.2787,42.4084,1
767,-83.2787,42.4156,1
768,-83.2787,42.4191,1
769,-83.2787,42.4199,1
770,-83.2787,42.4213,1
771,-83.2787,42.4269,1
772,-83.2787,42.4427,1
773,-83.2786,42.4128,1
774,-83.2786,42.4133,1
775,-83.2786,42.4193,1
776,-83.2786,42.4216,1
777,-83.2786,42.4218,1
778,-83.2786,42.4245,1
779,-83.2786,42.4264,1
780,-83.2786,42.4291,1
781,-83.2786,42.4317,1
782,-83.2786,42.4326,1
783,-83.2786,42.434,1
784,-83.2786,42.4407,1
785,-83.2785,42.4199,2
786,-83.2785,42.4205,1
787,-83.2785,42.4208,1
788,-83.2785,42.4216,1
789,-83.2785,42.4257,1
790,-83.2785,42.4292,1
791,-83.2785,42.432,1
792,-83.2785,42.4322,2
793,-83.2785,42.4425,1
794,-83.2785,42.4429,2
795,-83.2784,42.4087,1
796,-83.2784,42.4139,1
797,-83.2784,42.4141,1
798,-83.2784,42.4144,1
799,-83.2784,42.4145,1
800,-83.2784,42.4188,1
801,-83.2784,42.4312,1
802,-83.2784,42.4319,1
803,-83.2784,42.432,1
804,-83.2784,42.4322,2
805,-83.2784,42.4352,1
806,-83.2784,42.4371,2
807,-83.2784,42.4372,1
808,-83.2784,42.4426,1
809,-83.2783,42.4101,1
810,-83.2783,42.4127,1
811,-83.2783,42.4147,1
812,-83.2783,42.4187,1
813,-83.2783,42.4189,1
814,-83.2783,42.4221,1
815,-83.2783,42.4257,1
816,-83.2783,42.4258,1
817,-83.2783,42.4289,1
818,-83.2783,42.4318,1
819,-83.2783,42.432,1
820,-83.2783,42.4321,1
821,-83.2783,42.4359,1
822,-83.2783,42.4371,1
823,-83.2783,42.4373,1
824,-83.2783,42.4426,1
825,-83.2782,42.4104,1
826,-83.2782,42.4145,1
827,-83.2782,42.4146,1
828,-83.2782,42.4153,1
829,-83.2782,42.4158,2
830,-83.2782,42.4174,1
831,-83.2782,42.418,1
832,-83.2782,42.4186,1
833,-83.2782,42.419,1
834,-83.2782,42.4261,1
835,-83.2782,42.4295,1
836,-83.2782,42.4349,1
837,-83.2781,42.4072,1
838,-83.2781,42.4075,1
839,-83.2781,42.4084,1
840,-83.2781,42.4144,1
841,-83.2781,42.4145,1
842,-83.2781,42.4146,1
843,-83.2781,42.4147,1
844,-83.2781,42.4175,1
845,-83.2781,42.4199,1
846,-83.2781,42.4247,1
847,-83.2781,42.4248,1
848,-83.2781,42.4258,1
849,-83.2781,42.4285,1
850,-83.2781,42.4286,1
851,-83.2781,42.4287,1
852,-83.2781,42.4288,2
853,-83.2781,42.4289,1
854,-83.2781,42.4291,1
855,-83.2781,42.4295,1
856,-83.2781,42.4297,1
857,-83.2781,42.4301,1
858,-83.2781,42.4351,1
859,-83.2781,42.4352,1
860,-83.2781,42.4353,1
861,-83.278,42.4146,1
862,-83.278,42.4203,1
863,-83.278,42.4204,2
864,-83.278,42.4206,2
865,-83.278,42.4231,1
866,-83.278,42.4259,1
867,-83.278,42.4271,1
868,-83.278,42.4275,1
869,-83.278,42.4284,1
870,-83.278,42.4285,1
871,-83.278,42.4288,1
872,-83.278,42.4289,1
873,-83.278,42.429,1
874,-83.278,42.4294,2
875,-83.278,42.4295,1
876,-83.278,42.4299,1
877,-83.2779,42.4071,1
878,-83.2779,42.4074,1
879,-83.2779,42.4183,1
880,-83.2779,42.4203,1
881,-83.2779,42.4204,1
882,-83.2779,42.4205,3
883,-83.2779,42.422,1
884,-83.2779,42.424,1
885,-83.2779,42.4246,1
886,-83.2779,42.4248,2
887,-83.2779,42.4284,1
888,-83.2779,42.4289,2
889,-83.2779,42.429,1
890,-83.2779,42.4292,2
891,-83.2779,42.4295,1
892,-83.2779,42.4296,1
893,-83.2779,42.4297,1
894,-83.2779,42.4355,2
895,-83.2778,42.4096,1
896,-83.2778,42.4191,1
897,-83.2778,42.4205,1
898,-83.2778,42.4206,2
899,-83.2778,42.4242,1
900,-83.2778,42.4249,1
901,-83.2778,42.4285,1
902,-83.2778,42.4286,1
903,-83.2778,42.4287,3
904,-83.2778,42.4288,2
905,-83.2778,42.429,5
906,-83.2778,42.4291,1
907,-83.2778,42.4294,1
908,-83.2777,42.4073,1
909,-83.2777,42.4122,1
910,-83.2777,42.4141,2
911,-83.2777,42.4143,1
912,-83.2777,42.4145,1
913,-83.2777,42.4146,1
914,-83.2777,42.4173,1
915,-83.2777,42.4188,1
916,-83.2777,42.4203,2
917,-83.2777,42.4204,1
918,-83.2777,42.4206,2
919,-83.2777,42.4215,2
920,-83.2777,42.4239,1
921,-83.2777,42.4246,1
922,-83.2777,42.4265,1
923,-83.2777,42.4284,1
924,-83.2777,42.4285,1
925,-83.2777,42.4289,2
926,-83.2777,42.4295,1
927,-83.2777,42.4297,1
928,-83.2777,42.4298,2
929,-83.2777,42.43,4
930,-83.2777,42.4301,1
931,-83.2777,42.4302,1
932,-83.2777,42.4304,2
933,-83.2776,42.4075,1
934,-83.2776,42.4139,1
935,-83.2776,42.414,1
936,-83.2776,42.4141,2
937,-83.2776,42.4142,1
938,-83.2776,42.4143,1
939,-83.2776,42.4144,1
940,-83.2776,42.4145,1
