,long,lat,crime_inc
7633,-83.2405,42.3994,1
7634,-83.2405,42.4005,2
7635,-83.2405,42.4006,1
7636,-83.2405,42.4057,1
7637,-83.2405,42.4133,1
7638,-83.2405,42.4173,1
7639,-83.2405,42.4246,1
7640,-83.2405,42.4294,1
7641,-83.2405,42.4296,1
7642,-83.2405,42.436,1
7643,-83.2405,42.4361,1
7644,-83.2405,42.4404,1
7645,-83.2404,42.3435,1
7646,-83.2404,42.3447,1
7647,-83.2404,42.3472,1
7648,-83.2404,42.3482,1
7649,-83.2404,42.3483,1
7650,-83.2404,42.35,1
7651,-83.2404,42.3545,1
7652,-83.2404,42.3553,1
7653,-83.2404,42.3556,1
7654,-83.2404,42.3558,1
7655,-83.2404,42.3559,1
7656,-83.2404,42.356,1
7657,-83.2404,42.3596,1
7658,-83.2404,42.3597,1
7659,-83.2404,42.3601,1
7660,-83.2404,42.3631,1
7661,-83.2404,42.3657,1
7662,-83.2404,42.3674,1
7663,-83.2404,42.3718,1
7664,-83.2404,42.373,1
7665,-83.2404,42.3744,1
7666,-83.2404,42.389,2
7667,-83.2404,42.3891,2
7668,-83.2404,42.3892,1
7669,-83.2404,42.3895,1
7670,-83.2404,42.3897,1
7671,-83.2404,42.3948,1
7672,-83.2404,42.4026,1
7673,-83.2404,42.4034,1
7674,-83.2404,42.4055,1
7675,-83.2404,42.4064,1
7676,-83.2404,42.407,1
7677,-83.2404,42.4076,1
7678,-83.2404,42.4078,1
7679,-83.2404,42.4085,1
7680,-83.2404,42.4087,1
7681,-83.2404,42.4105,1
7682,-83.2404,42.4122,1
7683,-83.2404,42.4135,1
7684,-83.2404,42.4144,1
7685,-83.2404,42.4164,1
7686,-83.2404,42.4173,1
7687,-83.2404,42.4188,1
7688,-83.2404,42.4216,1
7689,-83.2404,42.4223,1
7690,-83.2404,42.4226,1
7691,-83.2404,42.4227,1
7692,-83.2404,42.4244,1
7693,-83.2404,42.4271,1
7694,-83.2404,42.4287,1
7695,-83.2404,42.4293,1
7696,-83.2404,42.4297,1
7697,-83.2404,42.4359,1
7698,-83.2404,42.436,1
7699,-83.2403,42.3436,1
7700,-83.2403,42.344,1
7701,-83.2403,42.3442,1
7702,-83.2403,42.3451,1
7703,-83.2403,42.3469,1
7704,-83.2403,42.3524,1
7705,-83.2403,42.3535,1
7706,-83.2403,42.3558,1
7707,-83.2403,42.3606,1
7708,-83.2403,42.361,1
7709,-83.2403,42.363,1
7710,-83.2403,42.3646,1
7711,-83.2403,42.3648,1
7712,-83.2403,42.3689,1
7713,-83.2403,42.3734,1
7714,-83.2403,42.3736,1
7715,-83.2403,42.3743,1
7716,-83.2403,42.3755,1
7717,-83.2403,42.3756,1
7718,-83.2403,42.376,1
7719,-83.2403,42.3765,1
7720,-83.2403,42.3889,3
7721,-83.2403,42.389,1
7722,-83.2403,42.3901,1
7723,-83.2403,42.3928,1
7724,-83.2403,42.3936,1
7725,-83.2403,42.3951,1
7726,-83.2403,42.4015,1
7727,-83.2403,42.4031,1
7728,-83.2403,42.4061,1
7729,-83.2403,42.4065,1
7730,-83.2403,42.4082,1
7731,-83.2403,42.4086,1
7732,-83.2403,42.4096,1
7733,-83.2403,42.4099,1
7734,-83.2403,42.4127,1
7735,-83.2403,42.4151,1
7736,-83.2403,42.4161,1
7737,-83.2403,42.4175,1
7738,-83.2403,42.4189,1
7739,-83.2403,42.4202,1
7740,-83.2403,42.4213,1
7741,-83.2403,42.4234,1
7742,-83.2403,42.4245,1
7743,-83.2403,42.4269,1
7744,-83.2403,42.4287,1
7745,-83.2403,42.4366,1
7746,-83.2403,42.4384,1
7747,-83.2402,42.344,2
7748,-83.2402,42.3504,1
7749,-83.2402,42.3509,1
7750,-83.2402,42.3528,1
7751,-83.2402,42.3538,1
7752,-83.2402,42.356,1
7753,-83.2402,42.3567,1
7754,-83.2402,42.3602,1
7755,-83.2402,42.3609,1
7756,-83.2402,42.3647,1
7757,-83.2402,42.3685,1
7758,-83.2402,42.3728,1
7759,-83.2402,42.373,1
7760,-83.2402,42.3746,1
7761,-83.2402,42.3751,2
7762,-83.2402,42.3863,1
7763,-83.2402,42.389,1
7764,-83.2402,42.401,1
7765,-83.2402,42.4028,1
7766,-83.2402,42.4031,1
7767,-83.2402,42.4033,1
7768,-83.2402,42.4058,1
7769,-83.2402,42.4076,1
7770,-83.2402,42.4092,1
7771,-83.2402,42.4096,1
7772,-83.2402,42.4103,1
7773,-83.2402,42.4129,1
7774,-83.2402,42.4149,1
7775,-83.2402,42.4157,1
7776,-83.2402,42.4159,1
7777,-83.2402,42.4161,1
7778,-83.2402,42.4173,1
7779,-83.2402,42.4235,1
7780,-83.2402,42.4236,1
7781,-83.2402,42.4318,1
7782,-83.2402,42.4342,1
7783,-83.2402,42.4345,1
7784,-83.2402,42.4352,1
7785,-83.2402,42.4364,1
7786,-83.2402,42.4418,1
7787,-83.2402,42.4419,1
7788,-83.2401,42.3428,1
7789,-83.2401,42.3509,1
7790,-83.2401,42.351,2
7791,-83.2401,42.356,1
7792,-83.2401,42.3598,1
7793,-83.2401,42.3646,1
7794,-83.2401,42.3717,2
7795,-83.2401,42.3728,1
7796,-83.2401,42.3732,2
7797,-83.2401,42.3752,1
7798,-83.2401,42.3889,1
7799,-83.2401,42.389,1
7800,-83.2401,42.3988,1
7801,-83.2401,42.3998,1
7802,-83.2401,42.4028,1
7803,-83.2401,42.4031,1
7804,-83.2401,42.4095,1
7805,-83.2401,42.4097,1
7806,-83.2401,42.4103,1
7807,-83.2401,42.4158,1
7808,-83.2401,42.426,1
7809,-83.2401,42.4265,1
7810,-83.2401,42.4268,1
7811,-83.2401,42.427,1
7812,-83.2401,42.4366,1
7813,-83.2401,42.4397,1
7814,-83.2401,42.4419,1
7815,-83.2401,42.4433,1
7816,-83.24,42.347,1
7817,-83.24,42.3477,1
7818,-83.24,42.3487,2
7819,-83.24,42.3489,1
7820,-83.24,42.3501,1
7821,-83.24,42.3509,1
7822,-83.24,42.3514,1
7823,-83.24,42.3585,2
7824,-83.24,42.3615,1
7825,-83.24,42.3621,1
7826,-83.24,42.3645,1
7827,-83.24,42.3646,1
7828,-83.24,42.3647,1
7829,-83.24,42.3689,1
7830,-83.24,42.3863,1
7831,-83.24,42.39,1
7832,-83.24,42.3911,1
7833,-83.24,42.4035,1
7834,-83.24,42.4089,1
7835,-83.24,42.4092,1
7836,-83.24,42.4118,1
7837,-83.24,42.4185,1
7838,-83.24,42.4216,1
7839,-83.24,42.422,1
7840,-83.24,42.4265,1
7841,-83.24,42.4282,1
7842,-83.24,42.4283,1
7843,-83.24,42.4367,1
7844,-83.24,42.4399,1
7845,-83.2399,42.3428,1
7846,-83.2399,42.3432,1
7847,-83.2399,42.3444,1
7848,-83.2399,42.3476,1
7849,-83.2399,42.3477,1
7850,-83.2399,42.3478,1
7851,-83.2399,42.3487,1
7852,-83.2399,42.3508,1
7853,-83.2399,42.3584,1
7854,-83.2399,42.3634,1
7855,-83.2399,42.3646,1
7856,-83.2399,42.3647,1
7857,-83.2399,42.3667,1
7858,-83.2399,42.3719,1
7859,-83.2399,42.3782,1
7860,-83.2399,42.386,1
7861,-83.2399,42.3884,1
7862,-83.2399,42.3975,1
7863,-83.2399,42.4012,1
7864,-83.2399,42.4079,1
7865,-83.2399,42.4093,1
7866,-83.2399,42.4098,1
7867,-83.2399,42.4106,1
7868,-83.2399,42.4114,1
7869,-83.2399,42.4152,1
7870,-83.2399,42.4159,1
7871,-83.2399,42.4161,1
7872,-83.2399,42.4182,1
7873,-83.2399,42.4297,1
7874,-83.2399,42.4306,1
7875,-83.2399,42.4414,1
7876,-83.2399,42.4433,1
7877,-83.2399,42.4435,2
7878,-83.2398,42.3442,1
7879,-83.2398,42.3445,1
7880,-83.2398,42.345,1
7881,-83.2398,42.3477,1
7882,-83.2398,42.3478,1
7883,-83.2398,42.3489,1
7884,-83.2398,42.353,1
7885,-83.2398,42.3549,1
7886,-83.2398,42.355,1
7887,-83.2398,42.3713,1
7888,-83.2398,42.374,1
7889,-83.2398,42.377,1
7890,-83.2398,42.3862,1
7891,-83.2398,42.3891,1
7892,-83.2398,42.4041,1
7893,-83.2398,42.4045,1
7894,-83.2398,42.4109,1
7895,-83.2398,42.4113,1
7896,-83.2398,42.4119,1
7897,-83.2398,42.4205,1
7898,-83.2398,42.4213,1
7899,-83.2398,42.4256,1
7900,-83.2398,42.432,1
7901,-83.2398,42.4322,1
7902,-83.2398,42.4434,1
7903,-83.2397,42.3449,1
7904,-83.2397,42.3457,1
7905,-83.2397,42.3474,1
7906,-83.2397,42.349,1
7907,-83.2397,42.3525,1
7908,-83.2397,42.3574,1
7909,-83.2397,42.3614,1
7910,-83.2397,42.3616,1
7911,-83.2397,42.3641,1
7912,-83.2397,42.3672,1
7913,-83.2397,42.3718,1
7914,-83.2397,42.3719,1
7915,-83.2397,42.3758,1
7916,-83.2397,42.3977,1
7917,-83.2397,42.404,1
7918,-83.2397,42.4184,1
7919,-83.2397,42.4194,1
7920,-83.2397,42.4296,2
7921,-83.2397,42.4304,1
7922,-83.2397,42.4305,1
7923,-83.2397,42.432,1
7924,-83.2397,42.4321,1
7925,-83.2397,42.4392,1
7926,-83.2397,42.4413,1
7927,-83.2397,42.4434,1
7928,-83.2396,42.3449,1
7929,-83.2396,42.345,1
7930,-83.2396,42.3485,1
7931,-83.2396,42.3486,2
7932,-83.2396,42.3498,1
7933,-83.2396,42.3499,1
7934,-83.2396,42.3509,1
7935,-83.2396,42.3531,1
7936,-83.2396,42.3534,1
7937,-83.2396,42.3537,1
7938,-83.2396,42.3573,1
7939,-83.2396,42.3576,1
7940,-83.2396,42.3608,1
7941,-83.2396,42.3612,1
7942,-83.2396,42.363,1
7943,-83.2396,42.3669,1
7944,-83.2396,42.3688,1
7945,-83.2396,42.3717,1
7946,-83.2396,42.3889,1
7947,-83.2396,42.3919,1
7948,-83.2396,42.397,1
7949,-83.2396,42.3983,1
7950,-83.2396,42.4059,1
7951,-83.2396,42.413,1
7952,-83.2396,42.4148,1
7953,-83.2396,42.4171,1
7954,-83.2396,42.4201,1
7955,-83.2396,42.4253,1
7956,-83.2396,42.4302,1
7957,-83.2396,42.4304,2
7958,-83.2396,42.4319,1
7959,-83.2396,42.4377,1
7960,-83.2396,42.4398,1
7961,-83.2396,42.4419,1
7962,-83.2396,42.4437,1
7963,-83.2395,42.3467,1
7964,-83.2395,42.3476,1
7965,-83.2395,42.3488,2
7966,-83.2395,42.3494,1
7967,-83.2395,42.3539,1
7968,-83.2395,42.3555,1
7969,-83.2395,42.3609,1
7970,-83.2395,42.3627,1
7971,-83.2395,42.3717,1
7972,-83.2395,42.3719,2
7973,-83.2395,42.3732,1
7974,-83.2395,42.3734,1
7975,-83.2395,42.3976,1
7976,-83.2395,42.3977,1
7977,-83.2395,42.3981,1
7978,-83.2395,42.3983,1
7979,-83.2395,42.3984,1
7980,-83.2395,42.3994,1
7981,-83.2395,42.4012,1
7982,-83.2395,42.408,1
7983,-83.2395,42.4091,1
7984,-83.2395,42.4119,1
7985,-83.2395,42.4129,1
7986,-83.2395,42.415,1
7987,-83.2395,42.4152,1
7988,-83.2395,42.4154,1
7989,-83.2395,42.4161,1
7990,-83.2395,42.4166,1
7991,-83.2395,42.4194,1
7992,-83.2395,42.4302,1
7993,-83.2395,42.4304,1
7994,-83.2395,42.4305,1
7995,-83.2395,42.4322,1
7996,-83.2395,42.4418,1
7997,-83.2395,42.4419,1
7998,-83.2395,42.4435,1
7999,-83.2395,42.4436,1
8000,-83.2395,42.4437,2
8001,-83.2395,42.4438,1
8002,-83.2395,42.4439,1
8003,-83.2394,42.3486,1
8004,-83.2394,42.3488,1
8005,-83.2394,42.3489,1
8006,-83.2394,42.3492,1
8007,-83.2394,42.3496,1
8008,-83.2394,42.3537,1
8009,-83.2394,42.354,1
8010,-83.2394,42.3576,1
8011,-83.2394,42.3598,1
8012,-83.2394,42.3656,1
8013,-83.2394,42.3718,1
8014,-83.2394,42.3719,1
8015,-83.2394,42.3748,1
8016,-83.2394,42.3901,1
8017,-83.2394,42.3971,1
8018,-83.2394,42.3982,1
8019,-83.2394,42.4034,1
8020,-83.2394,42.4042,1
8021,-83.2394,42.407,1
8022,-83.2394,42.4133,1
8023,-83.2394,42.4142,1
8024,-83.2394,42.4163,1
8025,-83.2394,42.4165,1
8026,-83.2394,42.4172,1
8027,-83.2394,42.4243,1
8028,-83.2394,42.4267,1
8029,-83.2394,42.4302,1
8030,-83.2394,42.4303,1
8031,-83.2394,42.4304,3
8032,-83.2394,42.4305,1
8033,-83.2394,42.4376,1
8034,-83.2394,42.4386,1
8035,-83.2394,42.4387,1
8036,-83.2394,42.4398,1
8037,-83.2394,42.4436,1
8038,-83.2394,42.4438,2
8039,-83.2394,42.4439,1
8040,-83.2393,42.3454,1
8041,-83.2393,42.3463,1
8042,-83.2393,42.3468,1
8043,-83.2393,42.3469,1
8044,-83.2393,42.3488,1
8045,-83.2393,42.3579,1
8046,-83.2393,42.3617,1
8047,-83.2393,42.363,1
8048,-83.2393,42.3631,1
8049,-83.2393,42.3662,1
8050,-83.2393,42.3664,1
8051,-83.2393,42.3674,1
8052,-83.2393,42.3679,1
8053,-83.2393,42.3688,2
8054,-83.2393,42.3718,2
8055,-83.2393,42.3875,1
8056,-83.2393,42.3974,1
8057,-83.2393,42.3981,1
8058,-83.2393,42.4016,1
8059,-83.2393,42.411,1
8060,-83.2393,42.4111,1
8061,-83.2393,42.4148,1
8062,-83.2393,42.4173,1
8063,-83.2393,42.4175,1
8064,-83.2393,42.4193,1
8065,-83.2393,42.4251,1
8066,-83.2393,42.4263,1
8067,-83.2393,42.4355,1
8068,-83.2393,42.4384,2
8069,-83.2393,42.4435,3
8070,-83.2393,42.4437,5
8071,-83.2393,42.4438,1
8072,-83.2393,42.4439,1
8073,-83.2392,42.3446,1
8074,-83.2392,42.3462,1
8075,-83.2392,42.3481,1
8076,-83.2392,42.3503,1
8077,-83.2392,42.3564,1
8078,-83.2392,42.3565,1
8079,-83.2392,42.3581,1
8080,-83.2392,42.361,1
8081,-83.2392,42.3619,1
8082,-83.2392,42.3621,1
8083,-83.2392,42.3629,1
8084,-83.2392,42.363,1
8085,-83.2392,42.3631,1
8086,-83.2392,42.3632,2
8087,-83.2392,42.3687,1
8088,-83.2392,42.3696,1
8089,-83.2392,42.3718,1
8090,-83.2392,42.377,1
8091,-83.2392,42.3774,1
8092,-83.2392,42.3816,1
8093,-83.2392,42.386,1
8094,-83.2392,42.3904,1
8095,-83.2392,42.3976,1
8096,-83.2392,42.4018,2
8097,-83.2392,42.4019,1
8098,-83.2392,42.4053,1
8099,-83.2392,42.4057,2
8100,-83.2392,42.4082,2
8101,-83.2392,42.4091,1
8102,-83.2392,42.4096,2
8103,-83.2392,42.4097,1
8104,-83.2392,42.4107,1
8105,-83.2392,42.4113,1
8106,-83.2392,42.4133,1
8107,-83.2392,42.4145,1
8108,-83.2392,42.4155,1
8109,-83.2392,42.4163,2
8110,-83.2392,42.4164,1
8111,-83.2392,42.4174,1
8112,-83.2392,42.4354,1
8113,-83.2392,42.4366,1
8114,-83.2392,42.4367,1
8115,-83.2392,42.4383,1
8116,-83.2392,42.4384,1
8117,-83.2392,42.4385,2
8118,-83.2392,42.4386,1
8119,-83.2392,42.4403,1
8120,-83.2392,42.4435,1
8121,-83.2392,42.4436,2
8122,-83.2392,42.4437,1
8123,-83.2392,42.4438,3
8124,-83.2391,42.3431,1
8125,-83.2391,42.3437,1
8126,-83.2391,42.3445,1
8127,-83.2391,42.3466,1
8128,-83.2391,42.3502,1
8129,-83.2391,42.3546,1
8130,-83.2391,42.3553,2
8131,-83.2391,42.3564,1
8132,-83.2391,42.3565,1
8133,-83.2391,42.3575,1
8134,-83.2391,42.3631,1
8135,-83.2391,42.366,1
8136,-83.2391,42.3718,2
8137,-83.2391,42.3719,2
8138,-83.2391,42.372,2
8139,-83.2391,42.3857,1
8140,-83.2391,42.3901,1
8141,-83.2391,42.3904,1
8142,-83.2391,42.3947,1
8143,-83.2391,42.4031,1
8144,-83.2391,42.4036,1
8145,-83.2391,42.404,1
8146,-83.2391,42.4091,1
8147,-83.2391,42.4109,1
8148,-83.2391,42.4199,1
8149,-83.2391,42.4223,1
8150,-83.2391,42.4277,1
8151,-83.2391,42.4293,1
8152,-83.2391,42.4294,1
8153,-83.2391,42.4312,1
8154,-83.2391,42.4336,1
8155,-83.2391,42.4341,1
8156,-83.2391,42.4383,1
8157,-83.2391,42.4384,1
8158,-83.2391,42.4385,3
8159,-83.2391,42.4387,1
8160,-83.239,42.3238,1
8161,-83.239,42.343,1
8162,-83.239,42.3467,1
8163,-83.239,42.3481,1
8164,-83.239,42.3503,1
8165,-83.239,42.3528,1
8166,-83.239,42.3533,1
8167,-83.239,42.3562,1
8168,-83.239,42.3573,1
8169,-83.239,42.3594,1
8170,-83.239,42.3618,1
8171,-83.239,42.362,1
8172,-83.239,42.3636,1
8173,-83.239,42.3684,2
8174,-83.239,42.37,1
8175,-83.239,42.3717,1
8176,-83.239,42.372,2
8177,-83.239,42.3743,1
8178,-83.239,42.3886,1
8179,-83.239,42.3902,1
8180,-83.239,42.3903,1
8181,-83.239,42.3966,1
8182,-83.239,42.4006,1
8183,-83.239,42.4016,1
8184,-83.239,42.4036,1
8185,-83.239,42.4062,1
8186,-83.239,42.4089,1
8187,-83.239,42.4111,1
8188,-83.239,42.4166,1
8189,-83.239,42.4191,1
8190,-83.239,42.4199,2
8191,-83.239,42.4255,2
8192,-83.239,42.4293,1
8193,-83.239,42.4295,3
8194,-83.239,42.4296,2
8195,-83.239,42.4297,1
8196,-83.239,42.4367,1
8197,-83.239,42.4368,1
8198,-83.239,42.4383,2
8199,-83.239,42.4385,4
8200,-83.239,42.4386,2
8201,-83.2389,42.324,1
8202,-83.2389,42.3487,1
8203,-83.2389,42.3535,1
8204,-83.2389,42.3558,1
8205,-83.2389,42.3569,1
8206,-83.2389,42.3645,1
8207,-83.2389,42.3682,1
8208,-83.2389,42.3685,1
8209,-83.2389,42.3697,1
8210,-83.2389,42.3699,1
8211,-83.2389,42.3702,1
8212,-83.2389,42.3716,2
8213,-83.2389,42.3717,1
8214,-83.2389,42.3719,1
8215,-83.2389,42.372,1
8216,-83.2389,42.3857,1
8217,-83.2389,42.386,1
8218,-83.2389,42.3961,1
8219,-83.2389,42.3967,1
8220,-83.2389,42.4013,1
8221,-83.2389,42.4051,1
8222,-83.2389,42.4068,1
8223,-83.2389,42.4072,1
8224,-83.2389,42.408,1
8225,-83.2389,42.4127,1
8226,-83.2389,42.4164,1
8227,-83.2389,42.4166,1
8228,-83.2389,42.4206,1
8229,-83.2389,42.4252,1
8230,-83.2389,42.4254,1
8231,-83.2389,42.4265,1
8232,-83.2389,42.4266,1
8233,-83.2389,42.4271,1
8234,-83.2389,42.4293,1
8235,-83.2389,42.4294,6
8236,-83.2389,42.4295,4
8237,-83.2389,42.4296,4
8238,-83.2389,42.4297,2
8239,-83.2389,42.4333,1
8240,-83.2389,42.4344,1
8241,-83.2389,42.4352,1
8242,-83.2389,42.4408,1
8243,-83.2389,42.4413,1
8244,-83.2388,42.3432,1
8245,-83.2388,42.3462,1
8246,-83.2388,42.3482,1
8247,-83.2388,42.3484,1
8248,-83.2388,42.3545,1
8249,-83.2388,42.3571,1
8250,-83.2388,42.3633,1
8251,-83.2388,42.3642,1
8252,-83.2388,42.3648,1
8253,-83.2388,42.3674,1
8254,-83.2388,42.3682,1
8255,-83.2388,42.3699,1
8256,-83.2388,42.37,1
8257,-83.2388,42.3701,2
8258,-83.2388,42.3719,1
8259,-83.2388,42.3761,1
8260,-83.2388,42.3905,1
8261,-83.2388,42.3954,1
8262,-83.2388,42.3959,1
8263,-83.2388,42.3977,1
8264,-83.2388,42.4034,1
8265,-83.2388,42.4036,1
8266,-83.2388,42.4068,1
8267,-83.2388,42.4069,1
8268,-83.2388,42.4132,1
8269,-83.2388,42.4164,1
8270,-83.2388,42.4203,1
8271,-83.2388,42.4206,1
8272,-83.2388,42.4249,1
8273,-83.2388,42.4282,1
8274,-83.2388,42.4294,4
8275,-83.2388,42.4295,4
8276,-83.2388,42.4296,2
8277,-83.2388,42.4313,1
8278,-83.2388,42.4314,1
8279,-83.2388,42.4316,1
8280,-83.2388,42.4338,1
8281,-83.2388,42.4413,1
8282,-83.2387,42.344,1
8283,-83.2387,42.3472,1
8284,-83.2387,42.3479,1
8285,-83.2387,42.349,1
8286,-83.2387,42.3492,1
8287,-83.2387,42.3553,1
8288,-83.2387,42.3559,1
8289,-83.2387,42.3604,1
8290,-83.2387,42.3674,1
8291,-83.2387,42.3684,1
8292,-83.2387,42.37,1
8293,-83.2387,42.3702,1
8294,-83.2387,42.3738,1
8295,-83.2387,42.4057,1
8296,-83.2387,42.4065,1
8297,-83.2387,42.408,1
8298,-83.2387,42.4193,1
8299,-83.2387,42.4194,1
8300,-83.2387,42.4203,1
8301,-83.2387,42.4204,1
8302,-83.2387,42.4205,1
8303,-83.2387,42.4223,1
8304,-83.2387,42.4252,1
8305,-83.2387,42.4256,1
8306,-83.2387,42.4269,1
8307,-83.2387,42.4294,2
8308,-83.2387,42.4295,1
8309,-83.2387,42.4296,1
8310,-83.2387,42.4297,1
8311,-83.2387,42.4331,1
8312,-83.2387,42.4431,1
8313,-83.2386,42.3422,1
8314,-83.2386,42.3458,1
8315,-83.2386,42.3469,1
8316,-83.2386,42.3471,1
8317,-83.2386,42.3496,1
8318,-83.2386,42.3633,2
8319,-83.2386,42.3637,1
8320,-83.2386,42.3644,1
8321,-83.2386,42.3671,1
8322,-83.2386,42.3719,1
8323,-83.2386,42.3758,1
8324,-83.2386,42.3766,1
8325,-83.2386,42.3863,1
8326,-83.2386,42.3871,1
8327,-83.2386,42.3968,1
8328,-83.2386,42.4032,1
8329,-83.2386,42.4035,1
8330,-83.2386,42.4036,1
8331,-83.2386,42.4144,1
8332,-83.2386,42.416,1
8333,-83.2386,42.4161,1
8334,-83.2386,42.4166,1
8335,-83.2386,42.4201,1
8336,-83.2386,42.4212,1
8337,-83.2386,42.4222,1
8338,-83.2386,42.4271,1
8339,-83.2386,42.4294,1
8340,-83.2386,42.4296,2
8341,-83.2386,42.4346,1
8342,-83.2386,42.4366,1
8343,-83.2385,42.3437,1
8344,-83.2385,42.3464,1
8345,-83.2385,42.3468,1
8346,-83.2385,42.3504,1
8347,-83.2385,42.3575,1
8348,-83.2385,42.3637,1
8349,-83.2385,42.3646,1
8350,-83.2385,42.3765,1
8351,-83.2385,42.3773,1
8352,-83.2385,42.3825,1
8353,-83.2385,42.3859,1
8354,-83.2385,42.3888,1
8355,-83.2385,42.3905,1
8356,-83.2385,42.3955,1
8357,-83.2385,42.3997,1
8358,-83.2385,42.4076,1
8359,-83.2385,42.4088,2
8360,-83.2385,42.4133,1
8361,-83.2385,42.4134,1
8362,-83.2385,42.4183,1
8363,-83.2385,42.4207,1
8364,-83.2385,42.4221,1
8365,-83.2385,42.4243,1
8366,-83.2385,42.4246,1
8367,-83.2385,42.4353,1
8368,-83.2385,42.4354,1
8369,-83.2384,42.3434,1
8370,-83.2384,42.3503,1
8371,-83.2384,42.3541,1
8372,-83.2384,42.3558,1
8373,-83.2384,42.3586,1
8374,-83.2384,42.3591,1
8375,-83.2384,42.3627,1
8376,-83.2384,42.3644,1
8377,-83.2384,42.3647,1
8378,-83.2384,42.367,1
8379,-83.2384,42.3737,1
8380,-83.2384,42.3748,1
8381,-83.2384,42.3749,1
8382,-83.2384,42.3758,1
8383,-83.2384,42.3771,1
8384,-83.2384,42.3858,1
8385,-83.2384,42.3859,1
8386,-83.2384,42.3903,1
8387,-83.2384,42.3921,1
8388,-83.2384,42.3948,1
8389,-83.2384,42.3955,1
8390,-83.2384,42.3957,2
8391,-83.2384,42.3958,1
8392,-83.2384,42.3963,1
8393,-83.2384,42.397,1
8394,-83.2384,42.3973,1
8395,-83.2384,42.4059,1
8396,-83.2384,42.4135,2
8397,-83.2384,42.4153,1
8398,-83.2384,42.4154,1
8399,-83.2384,42.4157,1
8400,-83.2384,42.4158,1
8401,-83.2384,42.4164,1
8402,-83.2384,42.4168,1
8403,-83.2384,42.4174,1
8404,-83.2384,42.4177,1
8405,-83.2384,42.4178,1
8406,-83.2384,42.418,1
8407,-83.2384,42.4191,1
8408,-83.2384,42.4193,1
8409,-83.2384,42.4223,1
8410,-83.2384,42.4244,1
8411,-83.2384,42.4279,1
8412,-83.2384,42.4306,1
8413,-83.2384,42.4322,1
8414,-83.2384,42.4339,1
8415,-83.2384,42.435,1
8416,-83.2384,42.4364,1
8417,-83.2383,42.3451,1
8418,-83.2383,42.3472,1
8419,-83.2383,42.3477,1
8420,-83.2383,42.3486,1
8421,-83.2383,42.3503,1
8422,-83.2383,42.3513,1
8423,-83.2383,42.3551,1
8424,-83.2383,42.3575,1
8425,-83.2383,42.3576,1
8426,-83.2383,42.3627,1
8427,-83.2383,42.3648,1
8428,-83.2383,42.3719,1
8429,-83.2383,42.3875,1
8430,-83.2383,42.3903,1
8431,-83.2383,42.3956,1
8432,-83.2383,42.3983,1
8433,-83.2383,42.4004,1
8434,-83.2383,42.4005,1
8435,-83.2383,42.4021,1
8436,-83.2383,42.4023,1
8437,-83.2383,42.4025,1
8438,-83.2383,42.4044,1
8439,-83.2383,42.4057,1
8440,-83.2383,42.4065,1
8441,-83.2383,42.4084,1
8442,-83.2383,42.4091,1
8443,-83.2383,42.4092,1
8444,-83.2383,42.4096,1
8445,-83.2383,42.4149,1
8446,-83.2383,42.4151,3
8447,-83.2383,42.4152,3
8448,-83.2383,42.4162,1
8449,-83.2383,42.4183,1
8450,-83.2383,42.4216,1
8451,-83.2383,42.4272,1
8452,-83.2383,42.4361,1
8453,-83.2383,42.4369,1
8454,-83.2383,42.4414,1
8455,-83.2382,42.3438,1
8456,-83.2382,42.3441,1
8457,-83.2382,42.3453,1
8458,-83.2382,42.3474,1
8459,-83.2382,42.363,1
8460,-83.2382,42.3647,1
8461,-83.2382,42.3685,1
8462,-83.2382,42.3722,1
8463,-83.2382,42.387,1
8464,-83.2382,42.3902,1
8465,-83.2382,42.3903,1
8466,-83.2382,42.3905,2
8467,-83.2382,42.3917,1
8468,-83.2382,42.3918,1
8469,-83.2382,42.3923,2
8470,-83.2382,42.3956,1
8471,-83.2382,42.3982,1
8472,-83.2382,42.402,1
8473,-83.2382,42.4088,1
8474,-83.2382,42.4134,1
8475,-83.2382,42.415,2
8476,-83.2382,42.4172,1
8477,-83.2382,42.4279,1
8478,-83.2382,42.4364,1
8479,-83.2382,42.4454,1
8480,-83.2381,42.3434,1
8481,-83.2381,42.3456,1
8482,-83.2381,42.3467,1
8483,-83.2381,42.3483,1
8484,-83.2381,42.3486,1
8485,-83.2381,42.3501,1
8486,-83.2381,42.3502,2
8487,-83.2381,42.3504,1
8488,-83.2381,42.354,1
8489,-83.2381,42.3575,1
8490,-83.2381,42.3593,1
8491,-83.2381,42.3647,1
8492,-83.2381,42.3728,1
8493,-83.2381,42.3842,1
8494,-83.2381,42.3843,1
8495,-83.2381,42.3858,1
8496,-83.2381,42.3869,1
8497,-83.2381,42.3919,2
8498,-83.2381,42.392,1
8499,-83.2381,42.3995,1
8500,-83.2381,42.4045,1
8501,-83.2381,42.4063,1
8502,-83.2381,42.4069,1
8503,-83.2381,42.4087,1
8504,-83.2381,42.4089,1
8505,-83.2381,42.4092,1
8506,-83.2381,42.4105,1
8507,-83.2381,42.4133,2
8508,-83.2381,42.415,2
8509,-83.2381,42.4151,1
8510,-83.2381,42.4158,1
8511,-83.2381,42.4206,1
8512,-83.2381,42.4239,1
8513,-83.2381,42.4313,1
8514,-83.2381,42.4361,1
8515,-83.2381,42.4366,1
