,long,lat,inc_311
285,-83.266833,42.3804159,1
286,-83.2668271,42.403391,1
287,-83.2668252,42.4038583,1
288,-83.266791,42.400501,1
289,-83.266779,42.430248,1
290,-83.266778,42.416413,1
291,-83.2667449,42.4013104,1
292,-83.266692,42.411864,1
293,-83.2666425,42.3999582,1
294,-83.2665617554,42.4203121452,1
295,-83.266512,42.418224,1
296,-83.2664718628,42.4226303101,1
297,-83.2664233,42.4199307,1
298,-83.2664079,42.4003499,1
299,-83.266371,42.379863,1
300,-83.26637,42.379632,1
301,-83.26637,42.379753,1
302,-83.266342,42.438937,1
303,-83.2663269043,42.4225959778,1
304,-83.266292,42.3712000099,1
305,-83.2662621,42.4020395,1
306,-83.266204,42.4119979,1
307,-83.2661895752,42.3713722229,1
308,-83.2661613822,42.3811227637,1
309,-83.2661455,42.4184585,1
310,-83.2661273604,42.380850365,1
311,-83.2661229,42.408056,1
312,-83.266113,42.366237,1
313,-83.266098,42.418826,2
314,-83.2660191,42.4199836,1
315,-83.2659831,42.4126317,4
316,-83.2659759745,42.3588972079,1
317,-83.2658843994,42.3587875366,1
318,-83.265871,42.434169,1
319,-83.2658459,42.3642588,1
320,-83.2658182,42.3750943,1
321,-83.2658122,42.4219,1
322,-83.265766,42.401083,1
323,-83.265758,42.400891,1
324,-83.26575,42.400699,1
325,-83.2657147,42.4100554,1
326,-83.265694,42.360022,1
327,-83.2656658441,42.3710775764,1
328,-83.26562,42.359145,1
329,-83.265602,42.358562,1
330,-83.2655198,42.3642778,8
331,-83.2654985413,42.3627146496,1
332,-83.2654898,42.3642511,5
333,-83.265483,42.3642649,1
334,-83.265481,42.408628,1
335,-83.2654647827,42.364238739,1
336,-83.265419,42.362241,1
337,-83.2654080167,42.3625231513,1
338,-83.2654006,42.3622441,1
339,-83.2653899118,42.3625144806,1
340,-83.2653094,42.4150966,1
341,-83.265306,42.393898,1
342,-83.2652925,42.4150225,1
343,-83.2652796,42.3604805,1
344,-83.265235,42.415025,1
345,-83.2651947811,42.3575120304,1
346,-83.265167959,42.3595267339,1
347,-83.265111,42.400991,1
348,-83.265109,42.369259,1
349,-83.265108,42.400895,2
350,-83.265089,42.355201,1
351,-83.265063,42.354889,1
352,-83.2650384,42.4177083,1
353,-83.265013,42.366331,1
354,-83.2650029,42.354306,1
355,-83.264992,42.365563,1
356,-83.2649829,42.3569512,1
357,-83.264976,42.364919,1
358,-83.264964,42.430383,1
359,-83.2649577409,42.3570618598,1
360,-83.264942,42.41367,1
361,-83.2649088796,42.4158300908,1
362,-83.264902,42.407244,1
363,-83.264894,42.353114,1
364,-83.2648934,42.4176603,1
365,-83.2648906857,42.3569382295,1
366,-83.26486,42.373505,1
367,-83.26485,42.352704,1
368,-83.26485,42.3527040099,1
369,-83.26484,42.394091,1
370,-83.264821,42.405221,1
371,-83.264816,42.39074,1
372,-83.2647810504,42.3535748479,1
373,-83.264773,42.420119,1
374,-83.264715,42.351417,1
375,-83.2646978,42.4094983,1
376,-83.264686,42.3511440099,1
377,-83.2646369,42.368714,1
378,-83.2645994426,42.4362721272,1
379,-83.264526,42.349639,1
380,-83.264523223,42.3551219019,1
381,-83.2645129,42.3495020099,1
382,-83.2645112,42.3715272,1
383,-83.264507,42.431448,1
384,-83.264503479,42.3717498779,1
385,-83.26449,42.437423,2
386,-83.264483,42.349229,1
387,-83.2644679,42.349087,1
388,-83.264441,42.391855,1
389,-83.264441,42.396216,1
390,-83.2644162,42.4038814,1
391,-83.264386,42.441231,1
392,-83.2643746957,42.3463990321,1
393,-83.264317,42.348026,3
394,-83.264317,42.3480260099,2
395,-83.2643159,42.439743,1
396,-83.264306,42.3479170099,1
397,-83.264295,42.4324066,1
398,-83.2642608,42.3500123099,1
399,-83.2642539,42.413949,1
400,-83.264252,42.3473690099,1
401,-83.26423,42.34715,1
402,-83.2642190655,42.4321701301,1
403,-83.2641677856,42.3490715027,1
404,-83.2641614747,42.4212397584,1
405,-83.264149,42.417043,1
406,-83.264148,42.4165149,1
407,-83.2641456,42.3492957,1
408,-83.2641448975,42.3480796814,1
409,-83.264118,42.38238501,1
410,-83.2641143799,42.3493499756,1
411,-83.264103,42.3458710099,1
412,-83.2641021162,42.3489247847,1
413,-83.2640994,42.3929962,3
414,-83.264047,42.345324,1
415,-83.2640428376,42.4322537965,1
416,-83.2640361,42.3479047,1
417,-83.264036,42.345214,1
418,-83.264036,42.3452140099,1
419,-83.2640179,42.3528910099,1
420,-83.264014,42.344995,1
421,-83.263991,42.3447760099,1
422,-83.2639812,42.434089,1
423,-83.263981,42.344632,1
424,-83.2639677,42.3472471,1
425,-83.263962,42.3523440099,1
426,-83.263933,42.352071,1
427,-83.263924,42.36844,1
428,-83.263923645,42.4128418,1
429,-83.26392,42.351934,1
430,-83.263878,42.351603,1
431,-83.2638778687,42.3823242188,1
432,-83.263876,42.432137,1
433,-83.263862,42.351452,1
434,-83.2638583705,42.3484376319,1
435,-83.2638244629,42.3491325399,1
436,-83.26382,42.365151,1
437,-83.263802,42.350884,1
438,-83.2637939453,42.3823547363,1
439,-83.2637699,42.350594,1
440,-83.2637634277,42.3492584229,1
441,-83.263762,42.413676,1
442,-83.263758,42.3546509099,1
443,-83.263754,42.350449,1
444,-83.263739,42.350304,1
445,-83.26373633,42.3517809707,1
446,-83.263736,42.416932,1
447,-83.263724,42.354323,1
448,-83.263713,42.354214,1
449,-83.263710022,42.3824768066,1
450,-83.2636947632,42.3491592407,1
451,-83.263692,42.34987,1
452,-83.263676,42.349725,1
453,-83.263664,42.411445,1
454,-83.2636535,42.3445398,1
455,-83.263653,42.414429,1
456,-83.263647,42.407277,1
457,-83.263638,42.3745369,3
458,-83.263636,42.353367,2
459,-83.2636350766,42.3444173616,1
460,-83.263613,42.349134,1
461,-83.263595,42.348685,1
462,-83.263583,42.348572,1
463,-83.263568,42.35271,1
464,-83.263549,42.348228,1
465,-83.2635368407,42.3442942021,1
466,-83.263527,42.3479979099,1
467,-83.263527,42.436607,1
468,-83.263524,42.3826759,1
469,-83.263516,42.34788,1
470,-83.263512,42.382401,1
471,-83.263508,42.404603,1
472,-83.263507,42.347759,1
473,-83.263502,42.347638,1
474,-83.263497,42.347515,1
475,-83.2634852,42.4168309,1
476,-83.2634735107,42.3442611694,1
477,-83.263459,42.37023,1
478,-83.263453,42.370039,1
479,-83.263452,42.3470609,1
480,-83.2634514,42.3516468,1
481,-83.26343,42.346843,1
482,-83.2634224,42.3513868,1
483,-83.2633939,42.3888976,1
484,-83.2633896545,42.3439435554,1
485,-83.2633875,42.3433641,1
486,-83.2633712143,42.3463425342,1
487,-83.26337,42.346209,1
488,-83.263361,42.3508393,1
489,-83.263355,42.346057,1
490,-83.263341,42.345914,1
491,-83.2633336633,42.3489131387,1
492,-83.263316,42.3456789,1
493,-83.2633142,42.350428,1
494,-83.2633091882,42.3440320226,1
495,-83.2632957771,42.3439933647,1
496,-83.263294,42.34546,1
497,-83.2632890716,42.344123959,1
498,-83.2632827759,42.3718338013,1
499,-83.263271,42.345241,1
500,-83.2632688,42.3500178,2
501,-83.2632619143,42.3516283401,1
502,-83.263246,42.390825,1
503,-83.263226,42.344802,1
504,-83.2632233,42.3496065,1
505,-83.263216652,42.349074944,1
506,-83.2632056,42.3494564,1
507,-83.263204,42.344583,2
508,-83.263204,42.3970709,1
509,-83.263193,42.344474,1
510,-83.26316,42.344144,2
511,-83.263157,42.422842,1
512,-83.263149,42.343815,1
513,-83.2631375268,42.3432546467,1
514,-83.263108,42.379171,2
515,-83.2630722,42.3483893,2
516,-83.2630647,42.3492302,1
517,-83.2630483434,42.3439938603,1
518,-83.26304432,42.3439737879,1
519,-83.263041,42.3508413,1
520,-83.2630395,42.3480612,1
521,-83.263029,42.354399,1
522,-83.2630285,42.3479509,1
523,-83.2630236,42.4396755,1
524,-83.263017498,42.3484656321,1
525,-83.263012,42.4168049,1
526,-83.2630088,42.3477322,1
527,-83.263004,42.3911,1
528,-83.2629897,42.3473641,2
529,-83.2629564777,42.3439626366,1
530,-83.2629547119,42.3489952087,1
531,-83.262952,42.374398,1
532,-83.2629499,42.3469619,3
533,-83.262923,42.426452,1
534,-83.262922,42.416925,1
535,-83.2629052,42.3465202,2
536,-83.2628803,42.3462392,1
537,-83.2628707886,42.3476524281,1
538,-83.2628707886,42.3485870281,1
539,-83.262870647,42.3487493507,1
540,-83.2628531093,42.3470665302,1
541,-83.262853,42.352754,1
542,-83.2628462,42.3459084,2
543,-83.262840271,42.3511810281,1
544,-83.2628326416,42.346206665,1
545,-83.262823,42.3794555,1
546,-83.2628149912,42.3470722952,1
547,-83.262812,42.3455807,1
548,-83.2628049329,42.3448978549,1
549,-83.262802124,42.3485832281,1
550,-83.2628005,42.3454709,1
551,-83.2627972215,42.3485937392,1
552,-83.2627853,42.4187539,1
553,-83.2627769,42.3452527,2
554,-83.26277,42.351989,2
555,-83.262768,42.431864,1
556,-83.2627658,42.345143,3
557,-83.2627623528,42.3489681476,1
558,-83.262755,42.35169,1
559,-83.2627307,42.3448159,1
560,-83.2627294958,42.3462696815,1
561,-83.262727,42.35143,1
562,-83.2627191,42.3447073,1
563,-83.2627150789,42.346314533,1
564,-83.2627079,42.3445976,2
565,-83.2626963,42.3444881,1
566,-83.2626854,42.3443794,2
567,-83.262676,42.354542,1
568,-83.2626738399,42.3467744447,1
569,-83.2626729,42.3442706,1
570,-83.2626711,42.3462558,1
571,-83.2626647949,42.3527145386,1
572,-83.262662,42.343224,1
573,-83.2626614347,42.3441509699,1
574,-83.2626613,42.3441564,9
575,-83.262652,42.350746,1
576,-83.2626336,42.3467698,1
577,-83.2626242191,42.3494208541,1
578,-83.2626163,42.3438874,2
579,-83.2626079,42.3437789,2
580,-83.2625989,42.3436685,1
581,-83.262593,42.350199,3
582,-83.2625888,42.3435593,4
583,-83.262586,42.416632,1
584,-83.26258,42.3443338,1
585,-83.2625788,42.3434491,1
586,-83.2625788,42.3434491099,1
587,-83.262573,42.422507,1
588,-83.2625725865,42.3461564376,1
589,-83.262563,42.349926,2
590,-83.262563,42.3499260099,1
591,-83.262563,42.435146,3
592,-83.2625386,42.3429928,1
593,-83.2625259,42.3455246,1
594,-83.262517,42.3495009,1
595,-83.2625166,42.3472225,1
596,-83.2625085,42.3441587,1
597,-83.2624887,42.3441955,1
598,-83.2624831,42.3428294,1
599,-83.2624725,42.3447391,1
600,-83.2624609396,42.3474001274,1
601,-83.2624331117,42.3440228538,1
602,-83.262429,42.349272,1
603,-83.262424,42.348555,1
604,-83.2624123245,42.3428403067,1
605,-83.262412,42.348432,1
606,-83.262402,42.3944059,1
607,-83.262398,42.3426136,1
608,-83.2623972371,42.3449288304,1
609,-83.2623874,42.3464004,1
610,-83.2623848319,42.3421043011,1
611,-83.262381,42.348103,1
612,-83.26237,42.347994,1
613,-83.262359,42.347884,1
614,-83.2623583451,42.3440372266,1
615,-83.2623494,42.3442762,1
616,-83.262349,42.347775,1
617,-83.2623432,42.3443795,1
618,-83.2623392344,42.3465150014,1
619,-83.262336731,42.3536758423,1
620,-83.262336,42.352564,1
621,-83.26233,42.369711,1
622,-83.262304,42.347314,1
623,-83.2623028,42.3443639,1
624,-83.2623012,42.3442097,1
625,-83.262286,42.352071,1
626,-83.262262,42.342363,1
627,-83.26226,42.3431211,2
628,-83.262255,42.4355649,1
629,-83.2622530684,42.3437869409,1
630,-83.262252,42.346766,2
631,-83.2622464,42.3442912,1
632,-83.262221,42.429738,1
633,-83.2622204,42.3465411,1
634,-83.2622169,42.344265,1
635,-83.2622142,42.3527314,1
636,-83.262198,42.423399,1
637,-83.2621932,42.3462551,2
638,-83.262193,42.346144,2
639,-83.2621829,42.348801,1
640,-83.2621829,42.3488010099,1
641,-83.262181,42.346034,2
642,-83.2621696,42.3509104,2
643,-83.2621513532,42.4144925993,1
644,-83.2621296868,42.4038578809,1
645,-83.2621255,42.3523365,1
646,-83.262115,42.345377,1
647,-83.262111,42.4410566,1
648,-83.2621039,42.345268,1
649,-83.262092,42.345158,2
650,-83.2620918,42.3502259,1
651,-83.2620918,42.3502259099,1
652,-83.26208,42.3572355,1
653,-83.2620699,42.3435818,1
654,-83.262061,42.349294,2
655,-83.2620607,42.3499527,1
656,-83.2620589,42.34483,3
657,-83.2620462,42.3498158,1
658,-83.262037,42.344611,2
659,-83.2620306,42.3496788,1
660,-83.2620239258,42.3540878296,1
661,-83.262013,42.3495286,2
662,-83.2619934082,42.4195137024,1
663,-83.2619933867,42.3888324441,1
664,-83.261978,42.441308,2
665,-83.2619754,42.3441722,1
666,-83.261949,42.34376,1
667,-83.2619434,42.343873,8
668,-83.261937,42.3436499,2
669,-83.261937,42.3436499099,1
670,-83.2619342208,42.3490125016,1
671,-83.2619277,42.4002759,1
672,-83.261904,42.343322,1
673,-83.2618832588,42.3506431702,1
674,-83.2618645,42.3485693099,1
675,-83.261859,42.342883,1
676,-83.2618227,42.3481184,2
677,-83.2618227,42.3481184099,1
678,-83.2618158683,42.3491009617,1
679,-83.261815,42.342445,1
680,-83.261802,42.37371,1
681,-83.2617719,42.434685,1
682,-83.2617592067,42.3491188023,1
683,-83.261758,42.4002629,1
684,-83.2617568597,42.3439735401,1
685,-83.261756,42.3494964,1
686,-83.2617370784,42.3439854349,1
687,-83.261724,42.35335,1
688,-83.2617198,42.3469972,1
689,-83.261689,42.420997,3
690,-83.261680752,42.3440627507,1
691,-83.2616781,42.3465543,2
692,-83.2616571,42.3887207,1
693,-83.2616531,42.3887084,1
694,-83.26165,42.353673,1
695,-83.2616461,42.3714279,1
696,-83.2616459,42.3887196,1
697,-83.2616426,42.3461564,1
698,-83.2616357,42.3886338,1
699,-83.261631,42.368559,1
700,-83.261622,42.3800839,1
701,-83.2616209,42.3459375,1
702,-83.2616087,42.3458286,1
703,-83.2615963,42.3457186,1
704,-83.2615935802,42.349124997,1
705,-83.261588,42.367215,1
706,-83.261587,42.392425,1
707,-83.2615851,42.3456096,2
708,-83.26158,42.381358,1
709,-83.2615751401,42.3464949298,1
710,-83.261574,42.366544,1
711,-83.2615737915,42.4297027588,1
712,-83.2615726,42.3473866,1
713,-83.261563,42.41905,1
714,-83.2615624,42.3453897,1
715,-83.2615624,42.3453897099,1
716,-83.261553,42.3535899099,1
717,-83.2615442947,42.3465023637,1
718,-83.26154,42.3451707,1
719,-83.2615162,42.3449517,1
720,-83.261505,42.3448428,1
721,-83.2614814,42.3446239,1
722,-83.2614701,42.3445139,2
723,-83.2614597,42.3444049,2
724,-83.2614546232,42.4361536655,1
725,-83.2614476,42.3442949,1
726,-83.261441,42.352659,1
727,-83.2614360005,42.3446012331,1
728,-83.2614347,42.3441833,5
729,-83.2614336535,42.3451481362,1
730,-83.261415,42.403526,1
731,-83.2614045,42.3463305,1
732,-83.2613997906,42.3485236149,1
733,-83.2613851,42.3436861,1
734,-83.2613679394,42.3444037323,1
735,-83.2613677979,42.3453636181,1
736,-83.261366,42.350133,1
737,-83.2613555,42.3433573,1
738,-83.2613544,42.41018,1
739,-83.2613364235,42.3443844034,1
740,-83.261336,42.3498590099,1
741,-83.2613065,42.4151638,1
742,-83.2612968609,42.3441782287,1
743,-83.2612925023,42.3444897208,1
744,-83.2612837851,42.3467357885,1
745,-83.2612770796,42.343660063,1
746,-83.2612714,42.4215719,1
747,-83.2612593099,42.3443033709,1
748,-83.2612522691,42.3442260553,1
749,-83.2612486,42.3421807,1
750,-83.2612364,42.3444976,2
751,-83.2612184063,42.3464171214,1
752,-83.261211,42.419533,1
753,-83.2611905783,42.3438803645,1
754,-83.2611899078,42.3440332617,1
755,-83.261182,42.440847,2
756,-83.261122182,42.3421199134,1
757,-83.2611202,42.4360065,1
758,-83.26112,42.414035,1
759,-83.2611104473,42.3491096342,1
760,-83.2611053,42.352639,1
761,-83.2611024007,42.3445444858,1
762,-83.2610948,42.3426279,1
763,-83.261093,42.352292,1
764,-83.261093,42.3522920099,1
765,-83.2610883191,42.3463982887,1
766,-83.261083,42.365402,1
767,-83.2610752434,42.346475106,1
768,-83.2610621676,42.343971062,1
769,-83.261062,42.413486,1
770,-83.261037,42.393302,1
771,-83.2610365,42.3420104,1
772,-83.2610075176,42.3465754639,1
773,-83.2609691,42.3437099,2
774,-83.2609689608,42.3421161962,1
775,-83.2609499,42.346176,1
776,-83.260915,42.3505540099,1
777,-83.2608634,42.3906261,1
778,-83.260852,42.34519,1
779,-83.260841,42.345081,1
780,-83.260823,42.349709,1
781,-83.2608143,42.4293166,1
782,-83.260809,42.344752,2
783,-83.260797,42.344642,1
784,-83.260791,42.4291356,1
785,-83.2607869,42.344533,2
786,-83.260776,42.344423,1
787,-83.260765,42.344314,1
788,-83.2607416,42.3441985,6
789,-83.2607191,42.3515164,3
790,-83.260712,42.343818,2
791,-83.2606907,42.4072492,1
792,-83.2606811523,42.3515968323,1
793,-83.2606589,42.3507332,1
794,-83.260649,42.349375,1
795,-83.260617,42.3673471,1
796,-83.2606092,42.3668266,1
797,-83.2606035098,42.3491953685,1
798,-83.260592,42.342612,1
799,-83.2605917752,42.3480872561,1
800,-83.260576,42.419611,1
801,-83.26057,42.342393,1
802,-83.2605619,42.439251,1
803,-83.2605618781,42.4220308534,1
804,-83.260555,42.342248,1
805,-83.2605297,42.3498873,1
806,-83.260508,42.3643859,1
807,-83.2605079,42.3882105,1
808,-83.2605021319,42.4294837819,1
809,-83.2604976114,42.4197556917,1
810,-83.2604641,42.3463006,1
811,-83.2604522705,42.3491134644,1
812,-83.2604435,42.3460776,1
813,-83.2604314,42.3459675,1
814,-83.260409,42.3457483,1
815,-83.2603477,42.3860873,1
816,-83.2603385,42.4219050082,1
817,-83.260332,42.3449805,1
818,-83.2603157,42.3912518,1
819,-83.2603155077,42.3465031071,1
820,-83.260298,42.3516250099,1
821,-83.2602920532,42.4290313721,1
822,-83.2602689,42.3443250099,1
823,-83.2602519,42.3442089,2
824,-83.2602395,42.3461630099,1
825,-83.260195,42.421332,1
826,-83.2601688,42.3433904,2
827,-83.2601599,42.3898923,1
828,-83.260146,42.420783,1
829,-83.2601395,42.3892393,1
830,-83.260122,42.3489099,1
831,-83.260118,42.438712,1
832,-83.2601129,42.3428431,1
833,-83.260097,42.434249,1
834,-83.2600906,42.3426244,1
835,-83.2600860596,42.425113678,1
836,-83.2600681,42.3424055,1
837,-83.260055542,42.3426589966,1
838,-83.2600526512,42.346280089,1
839,-83.260005042,42.3440384656,1
840,-83.2600019,42.4173746,1
841,-83.259998,42.3433066,1
842,-83.2599941,42.3433081,1
